crop,state,district,year,season,area,production,yield
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2017-18,Rabi       ,465.0,1323.0,2.85
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2016-17,Rabi       ,445.0,1244.0,2.8
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2015-16,Rabi       ,380.0,832.0,2.19
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2014-15,Rabi       ,324.0,556.0,1.72
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2013-14,Rabi       ,477.0,1375.0,2.88
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2012-13,Rabi       ,48.0,128.0,2.67
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2011-12,Rabi       ,536.0,1441.0,2.69
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2010-11,Rabi       ,535.0,1389.0,2.6
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2009-10,Rabi       ,470.0,1078.0,2.29
Barley,Uttar Pradesh,SANT KABEER NAGAR, 2008-09,Rabi       ,45.0,99.0,2.2
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 1998-99,Rabi       ,484.0,552.0,1.14
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 2012-13,Rabi       ,323.0,484.0,1.5
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 2013-14,Rabi       ,361.0,767.0,2.12
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 2014-15,Rabi       ,261.0,406.0,1.56
Barley,Uttar Pradesh,SHAHJAHANPUR, 2018-19,Rabi       ,155.0,475.0,3.06
Barley,Uttar Pradesh,SHAHJAHANPUR, 2017-18,Rabi       ,258.0,734.0,2.84
Barley,Uttar Pradesh,SHAHJAHANPUR, 2016-17,Rabi       ,215.0,541.0,2.52
Barley,Uttar Pradesh,SHAHJAHANPUR, 2015-16,Rabi       ,226.0,557.0,2.46
Barley,Uttar Pradesh,SHAHJAHANPUR, 2014-15,Rabi       ,2166.0,3714.0,1.71
Barley,Uttar Pradesh,SHAHJAHANPUR, 2013-14,Rabi       ,63.0,174.0,2.76
Barley,Uttar Pradesh,SHAHJAHANPUR, 2012-13,Rabi       ,107.0,285.0,2.66
Barley,Uttar Pradesh,SHAHJAHANPUR, 2011-12,Rabi       ,417.0,1211.0,2.9
Barley,Uttar Pradesh,SHAHJAHANPUR, 2010-11,Rabi       ,1043.0,2736.0,2.62
Barley,Uttar Pradesh,SHAHJAHANPUR, 2009-10,Rabi       ,1806.0,4143.0,2.29
Barley,Uttar Pradesh,SHAHJAHANPUR, 2008-09,Rabi       ,3295.0,9004.0,2.73
Barley,Uttar Pradesh,SHAHJAHANPUR, 2007-08,Rabi       ,1052.0,2326.0,2.21
Barley,Uttar Pradesh,SHAHJAHANPUR, 2006-07,Rabi       ,680.0,1469.0,2.16
Barley,Uttar Pradesh,SHAHJAHANPUR, 2005-06,Rabi       ,574.0,1169.0,2.04
Barley,Uttar Pradesh,SHAHJAHANPUR, 2004-05,Rabi       ,680.0,1437.0,2.11
Barley,Uttar Pradesh,SHAHJAHANPUR, 2003-04,Rabi       ,760.0,1970.0,2.59
Barley,Uttar Pradesh,SHAHJAHANPUR, 2002-03,Rabi       ,517.0,933.0,1.8
Barley,Uttar Pradesh,SHAHJAHANPUR, 2001-02,Rabi       ,552.0,1363.0,2.47
Barley,Uttar Pradesh,SHAHJAHANPUR, 2000-01,Rabi       ,628.0,1431.0,2.28
Barley,Uttar Pradesh,SHAHJAHANPUR, 1999-00,Rabi       ,571.0,953.0,1.67
Barley,Uttar Pradesh,SHAHJAHANPUR, 1998-99,Rabi       ,685.0,1633.0,2.38
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 2018-19,Rabi       ,257.0,521.0,2.03
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 2017-18,Rabi       ,265.0,307.0,1.16
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 2016-17,Rabi       ,386.0,619.0,1.6
Barley,Uttar Pradesh,SANT RAVIDAS NAGAR, 2015-16,Rabi       ,257.0,243.0,0.95
Barley,Uttar Pradesh,SHAMLI, 2014-15,Rabi       ,103.0,177.0,1.72
Barley,Jammu and Kashmir ,BANDIPORA, 2013-14,Rabi       ,2125.0,1913.0,0.9
Barley,Uttar Pradesh,KHERI, 1999-00,Rabi       ,789.0,1277.0,1.62
Barley,Uttar Pradesh,KAUSHAMBI, 2018-19,Rabi       ,508.0,1543.0,3.04
Barley,Uttar Pradesh,BASTI, 2003-04,Rabi       ,45.0,103.0,2.29
Barley,Uttar Pradesh,BASTI, 2002-03,Rabi       ,51.0,126.0,2.47
Barley,Uttar Pradesh,BASTI, 2001-02,Rabi       ,71.0,189.0,2.66
Barley,Uttar Pradesh,BASTI, 2000-01,Rabi       ,147.0,345.0,2.35
Barley,Uttar Pradesh,BASTI, 1999-00,Rabi       ,143.0,380.0,2.66
Barley,Uttar Pradesh,BASTI, 1998-99,Rabi       ,137.0,319.0,2.33
Barley,Uttar Pradesh,BAREILLY, 2018-19,Rabi       ,53.0,163.0,3.08
Barley,Uttar Pradesh,BAREILLY, 2017-18,Rabi       ,47.0,134.0,2.85
Barley,Uttar Pradesh,BAREILLY, 2016-17,Rabi       ,23.0,58.0,2.52
Barley,Uttar Pradesh,BAREILLY, 2015-16,Rabi       ,40.0,99.0,2.48
Barley,Uttar Pradesh,BAREILLY, 2014-15,Rabi       ,52.0,89.0,1.71
Barley,Uttar Pradesh,BASTI, 2004-05,Rabi       ,34.0,69.0,2.03
Barley,Uttar Pradesh,BAREILLY, 2013-14,Rabi       ,46.0,132.0,2.87
Barley,Uttar Pradesh,BAREILLY, 2011-12,Rabi       ,74.0,215.0,2.91
Barley,Uttar Pradesh,BAREILLY, 2010-11,Rabi       ,55.0,144.0,2.62
Barley,Uttar Pradesh,BAREILLY, 2009-10,Rabi       ,44.0,101.0,2.3
Barley,Uttar Pradesh,BAREILLY, 2008-09,Rabi       ,44.0,120.0,2.73
Barley,Uttar Pradesh,BAREILLY, 2007-08,Rabi       ,72.0,159.0,2.21
Barley,Uttar Pradesh,BAREILLY, 2006-07,Rabi       ,103.0,222.0,2.16
Barley,Uttar Pradesh,BAREILLY, 2005-06,Rabi       ,115.0,234.0,2.03
Barley,Uttar Pradesh,BAREILLY, 2004-05,Rabi       ,102.0,216.0,2.12
Barley,Uttar Pradesh,BAREILLY, 2003-04,Rabi       ,131.0,340.0,2.6
Barley,Uttar Pradesh,BAREILLY, 2002-03,Rabi       ,186.0,336.0,1.81
Barley,Uttar Pradesh,BAREILLY, 2001-02,Rabi       ,192.0,474.0,2.47
Barley,Uttar Pradesh,BAREILLY, 2012-13,Rabi       ,29.0,77.0,2.66
Barley,Uttar Pradesh,BAREILLY, 2000-01,Rabi       ,230.0,524.0,2.28
Barley,Uttar Pradesh,BASTI, 2005-06,Rabi       ,46.0,92.0,2.0
Barley,Uttar Pradesh,BASTI, 2007-08,Rabi       ,91.0,200.0,2.2
Barley,Uttar Pradesh,BIJNOR, 2011-12,Rabi       ,7.0,19.0,2.71
Barley,Uttar Pradesh,BIJNOR, 2010-11,Rabi       ,5.0,13.0,2.6
Barley,Uttar Pradesh,BIJNOR, 2009-10,Rabi       ,25.0,57.0,2.28
Barley,Uttar Pradesh,BIJNOR, 2008-09,Rabi       ,18.0,42.0,2.33
Barley,Uttar Pradesh,BIJNOR, 2007-08,Rabi       ,28.0,62.0,2.21
Barley,Uttar Pradesh,BIJNOR, 2006-07,Rabi       ,23.0,50.0,2.17
Barley,Uttar Pradesh,BIJNOR, 2005-06,Rabi       ,95.0,193.0,2.03
Barley,Uttar Pradesh,BIJNOR, 2004-05,Rabi       ,31.0,66.0,2.13
Barley,Uttar Pradesh,BIJNOR, 2003-04,Rabi       ,31.0,73.0,2.35
Barley,Uttar Pradesh,BIJNOR, 2002-03,Rabi       ,32.0,78.0,2.44
Barley,Uttar Pradesh,BIJNOR, 2001-02,Rabi       ,21.0,52.0,2.48
Barley,Uttar Pradesh,BASTI, 2006-07,Rabi       ,37.0,78.0,2.11
Barley,Uttar Pradesh,BIJNOR, 2000-01,Rabi       ,48.0,109.0,2.27
Barley,Uttar Pradesh,BIJNOR, 1998-99,Rabi       ,76.0,181.0,2.38
Barley,Uttar Pradesh,BASTI, 2018-19,Rabi       ,103.0,316.0,3.07
Barley,Uttar Pradesh,BASTI, 2017-18,Rabi       ,25.0,71.0,2.84
Barley,Uttar Pradesh,BASTI, 2016-17,Rabi       ,63.0,176.0,2.79
Barley,Uttar Pradesh,BASTI, 2014-15,Rabi       ,73.0,126.0,1.73
Barley,Uttar Pradesh,BASTI, 2013-14,Rabi       ,55.0,159.0,2.89
Barley,Uttar Pradesh,BASTI, 2012-13,Rabi       ,49.0,131.0,2.67
Barley,Uttar Pradesh,BASTI, 2011-12,Rabi       ,52.0,140.0,2.69
Barley,Uttar Pradesh,BASTI, 2010-11,Rabi       ,53.0,138.0,2.6
Barley,Uttar Pradesh,BASTI, 2009-10,Rabi       ,63.0,144.0,2.29
Barley,Uttar Pradesh,BASTI, 2008-09,Rabi       ,48.0,105.0,2.19
Barley,Uttar Pradesh,BIJNOR, 1999-00,Rabi       ,79.0,200.0,2.53
Barley,Uttar Pradesh,BAREILLY, 1999-00,Rabi       ,267.0,446.0,1.67
Barley,Uttar Pradesh,BAREILLY, 1998-99,Rabi       ,342.0,816.0,2.39
Barley,Uttar Pradesh,BARABANKI, 2018-19,Rabi       ,22.0,67.0,3.05
Barley,Uttar Pradesh,BANDA, 2009-10,Rabi       ,798.0,817.0,1.02
Barley,Uttar Pradesh,BANDA, 2008-09,Rabi       ,998.0,938.0,0.94
Barley,Uttar Pradesh,BANDA, 2007-08,Rabi       ,649.0,309.0,0.48
Barley,Uttar Pradesh,BANDA, 2006-07,Rabi       ,1222.0,1065.0,0.87
Barley,Uttar Pradesh,BANDA, 2005-06,Rabi       ,1588.0,1585.0,1.0
Barley,Uttar Pradesh,BANDA, 2004-05,Rabi       ,1241.0,1984.0,1.6
Barley,Uttar Pradesh,BANDA, 2003-04,Rabi       ,1267.0,1392.0,1.1
Barley,Uttar Pradesh,BANDA, 2002-03,Rabi       ,1712.0,1480.0,0.86
Barley,Uttar Pradesh,BANDA, 2001-02,Rabi       ,1717.0,1586.0,0.92
Barley,Uttar Pradesh,BANDA, 2000-01,Rabi       ,1837.0,1271.0,0.69
Barley,Uttar Pradesh,BANDA, 1999-00,Rabi       ,2050.0,3434.0,1.68
Barley,Uttar Pradesh,BANDA, 2010-11,Rabi       ,1208.0,2790.0,2.31
Barley,Uttar Pradesh,BANDA, 1998-99,Rabi       ,2338.0,4688.0,2.01
Barley,Uttar Pradesh,BALRAMPUR, 2017-18,Rabi       ,165.0,470.0,2.85
Barley,Uttar Pradesh,BALRAMPUR, 2016-17,Rabi       ,127.0,355.0,2.8
Barley,Uttar Pradesh,BALRAMPUR, 2014-15,Rabi       ,38.0,65.0,1.71
Barley,Uttar Pradesh,BALRAMPUR, 2013-14,Rabi       ,105.0,301.0,2.87
Barley,Uttar Pradesh,BALRAMPUR, 2012-13,Rabi       ,119.0,317.0,2.66
Barley,Uttar Pradesh,BALRAMPUR, 2011-12,Rabi       ,137.0,368.0,2.69
Barley,Uttar Pradesh,BALRAMPUR, 2010-11,Rabi       ,110.0,281.0,2.55
Barley,Uttar Pradesh,BALRAMPUR, 2009-10,Rabi       ,149.0,334.0,2.24
Barley,Uttar Pradesh,BALRAMPUR, 2008-09,Rabi       ,471.0,1089.0,2.31
Barley,Uttar Pradesh,BALRAMPUR, 2007-08,Rabi       ,216.0,477.0,2.21
Barley,Uttar Pradesh,BALRAMPUR, 2006-07,Rabi       ,228.0,457.0,2.0
Barley,Uttar Pradesh,BALRAMPUR, 2018-19,Rabi       ,148.0,453.0,3.06
Barley,Uttar Pradesh,BANDA, 2011-12,Rabi       ,811.0,1767.0,2.18
Barley,Uttar Pradesh,BANDA, 2012-13,Rabi       ,973.0,2629.0,2.7
Barley,Uttar Pradesh,BANDA, 2013-14,Rabi       ,1103.0,3282.0,2.98
Barley,Uttar Pradesh,BARABANKI, 2017-18,Rabi       ,65.0,185.0,2.85
Barley,Uttar Pradesh,BARABANKI, 2016-17,Rabi       ,61.0,169.0,2.77
Barley,Uttar Pradesh,BARABANKI, 2015-16,Rabi       ,886.0,1934.0,2.18
Barley,Uttar Pradesh,BARABANKI, 2014-15,Rabi       ,41.0,70.0,1.71
Barley,Uttar Pradesh,BARABANKI, 2013-14,Rabi       ,71.0,205.0,2.89
Barley,Uttar Pradesh,BARABANKI, 2012-13,Rabi       ,93.0,249.0,2.68
Barley,Uttar Pradesh,BARABANKI, 2011-12,Rabi       ,96.0,252.0,2.63
Barley,Uttar Pradesh,BARABANKI, 2010-11,Rabi       ,67.0,150.0,2.24
Barley,Uttar Pradesh,BARABANKI, 2009-10,Rabi       ,79.0,170.0,2.15
Barley,Uttar Pradesh,BARABANKI, 2008-09,Rabi       ,134.0,301.0,2.25
Barley,Uttar Pradesh,BARABANKI, 2007-08,Rabi       ,198.0,364.0,1.84
Barley,Uttar Pradesh,BARABANKI, 2006-07,Rabi       ,205.0,429.0,2.09
Barley,Uttar Pradesh,BARABANKI, 2005-06,Rabi       ,18.0,33.0,1.83
Barley,Uttar Pradesh,BARABANKI, 2004-05,Rabi       ,309.0,631.0,2.04
Barley,Uttar Pradesh,BARABANKI, 2003-04,Rabi       ,341.0,779.0,2.28
Barley,Uttar Pradesh,BARABANKI, 2002-03,Rabi       ,275.0,672.0,2.44
Barley,Uttar Pradesh,BARABANKI, 2001-02,Rabi       ,322.0,765.0,2.38
Barley,Uttar Pradesh,BARABANKI, 2000-01,Rabi       ,548.0,1174.0,2.14
Barley,Uttar Pradesh,BARABANKI, 1999-00,Rabi       ,713.0,1670.0,2.34
Barley,Uttar Pradesh,BARABANKI, 1998-99,Rabi       ,713.0,1605.0,2.25
Barley,Uttar Pradesh,BANDA, 2018-19,Rabi       ,937.0,2724.0,2.91
Barley,Uttar Pradesh,BANDA, 2017-18,Rabi       ,846.0,2404.0,2.84
Barley,Uttar Pradesh,BANDA, 2016-17,Rabi       ,1172.0,3084.0,2.63
Barley,Uttar Pradesh,BANDA, 2015-16,Rabi       ,93.0,72.0,0.77
Barley,Uttar Pradesh,BANDA, 2014-15,Rabi       ,748.0,1286.0,1.72
Barley,Uttar Pradesh,BIJNOR, 2012-13,Rabi       ,1.0,3.0,3.0
Barley,Uttar Pradesh,BIJNOR, 2013-14,Rabi       ,4.0,11.0,2.75
Barley,Uttar Pradesh,BIJNOR, 2014-15,Rabi       ,58.0,100.0,1.72
Barley,Uttar Pradesh,BIJNOR, 2015-16,Rabi       ,7.0,15.0,2.14
Barley,Uttar Pradesh,CHITRAKOOT, 2009-10,Rabi       ,5167.0,5822.0,1.13
Barley,Uttar Pradesh,CHITRAKOOT, 2008-09,Rabi       ,6777.0,7897.0,1.17
Barley,Uttar Pradesh,CHITRAKOOT, 2007-08,Rabi       ,1404.0,667.0,0.48
Barley,Uttar Pradesh,CHITRAKOOT, 2006-07,Rabi       ,6683.0,5639.0,0.84
Barley,Uttar Pradesh,CHITRAKOOT, 2005-06,Rabi       ,5062.0,5774.0,1.14
Barley,Uttar Pradesh,CHITRAKOOT, 2004-05,Rabi       ,5621.0,8986.0,1.6
Barley,Uttar Pradesh,CHITRAKOOT, 2003-04,Rabi       ,5841.0,6735.0,1.15
Barley,Uttar Pradesh,CHITRAKOOT, 2002-03,Rabi       ,6483.0,6869.0,1.06
Barley,Uttar Pradesh,CHITRAKOOT, 2001-02,Rabi       ,5427.0,5017.0,0.92
Barley,Uttar Pradesh,CHITRAKOOT, 2000-01,Rabi       ,5441.0,3879.0,0.71
Barley,Uttar Pradesh,CHITRAKOOT, 1999-00,Rabi       ,5974.0,7197.0,1.2
Barley,Uttar Pradesh,CHITRAKOOT, 2010-11,Rabi       ,4769.0,11014.0,2.31
Barley,Uttar Pradesh,CHITRAKOOT, 1998-99,Rabi       ,6076.0,9097.0,1.5
Barley,Uttar Pradesh,CHANDAULI, 2017-18,Rabi       ,369.0,820.0,2.22
Barley,Uttar Pradesh,CHANDAULI, 2016-17,Rabi       ,934.0,2142.0,2.29
Barley,Uttar Pradesh,CHANDAULI, 2015-16,Rabi       ,731.0,1251.0,1.71
Barley,Uttar Pradesh,CHANDAULI, 2014-15,Rabi       ,209.0,366.0,1.75
Barley,Uttar Pradesh,CHANDAULI, 2013-14,Rabi       ,722.0,1335.0,1.85
Barley,Uttar Pradesh,CHANDAULI, 2012-13,Rabi       ,707.0,1235.0,1.75
Barley,Uttar Pradesh,CHANDAULI, 2011-12,Rabi       ,1070.0,2049.0,1.91
Barley,Uttar Pradesh,CHANDAULI, 2010-11,Rabi       ,1025.0,1896.0,1.85
Barley,Uttar Pradesh,CHANDAULI, 2009-10,Rabi       ,1006.0,1731.0,1.72
Barley,Uttar Pradesh,CHANDAULI, 2008-09,Rabi       ,1204.0,2182.0,1.81
Barley,Uttar Pradesh,CHANDAULI, 2007-08,Rabi       ,709.0,1332.0,1.88
Barley,Uttar Pradesh,CHANDAULI, 2018-19,Rabi       ,878.0,2161.0,2.46
Barley,Uttar Pradesh,CHITRAKOOT, 2011-12,Rabi       ,5391.0,11743.0,2.18
Barley,Uttar Pradesh,CHITRAKOOT, 2012-13,Rabi       ,6029.0,16289.0,2.7
Barley,Uttar Pradesh,CHITRAKOOT, 2013-14,Rabi       ,4507.0,13408.0,2.97
Barley,Uttar Pradesh,DEORIA, 2015-16,Rabi       ,304.0,670.0,2.2
Barley,Uttar Pradesh,DEORIA, 2014-15,Rabi       ,385.0,701.0,1.82
Barley,Uttar Pradesh,DEORIA, 2013-14,Rabi       ,439.0,1336.0,3.04
Barley,Uttar Pradesh,DEORIA, 2012-13,Rabi       ,435.0,1197.0,2.75
Barley,Uttar Pradesh,DEORIA, 2011-12,Rabi       ,505.0,1385.0,2.74
Barley,Uttar Pradesh,DEORIA, 2010-11,Rabi       ,575.0,1521.0,2.65
Barley,Uttar Pradesh,DEORIA, 2009-10,Rabi       ,672.0,1547.0,2.3
Barley,Uttar Pradesh,DEORIA, 2008-09,Rabi       ,693.0,1621.0,2.34
Barley,Uttar Pradesh,DEORIA, 2007-08,Rabi       ,632.0,1495.0,2.37
Barley,Uttar Pradesh,DEORIA, 2006-07,Rabi       ,2108.0,4102.0,1.95
Barley,Uttar Pradesh,DEORIA, 2005-06,Rabi       ,1210.0,1250.0,1.03
Barley,Uttar Pradesh,DEORIA, 2004-05,Rabi       ,662.0,1277.0,1.93
Barley,Uttar Pradesh,DEORIA, 2003-04,Rabi       ,1100.0,2051.0,1.86
Barley,Uttar Pradesh,DEORIA, 2002-03,Rabi       ,1194.0,1834.0,1.54
Barley,Uttar Pradesh,DEORIA, 2001-02,Rabi       ,1400.0,3079.0,2.2
Barley,Uttar Pradesh,DEORIA, 2000-01,Rabi       ,1535.0,1967.0,1.28
Barley,Uttar Pradesh,DEORIA, 1999-00,Rabi       ,1380.0,3025.0,2.19
Barley,Uttar Pradesh,DEORIA, 1998-99,Rabi       ,1537.0,3582.0,2.33
Barley,Uttar Pradesh,DEHRADUN, 1999-00,Rabi       ,1327.0,2422.0,1.83
Barley,Uttar Pradesh,DEHRADUN, 1998-99,Rabi       ,1644.0,1468.0,0.89
Barley,Uttar Pradesh,CHITRAKOOT, 2018-19,Rabi       ,4133.0,13049.0,3.16
Barley,Uttar Pradesh,CHITRAKOOT, 2017-18,Rabi       ,4907.0,16165.0,3.29
Barley,Uttar Pradesh,CHITRAKOOT, 2016-17,Rabi       ,4907.0,12913.0,2.63
Barley,Uttar Pradesh,CHITRAKOOT, 2015-16,Rabi       ,2109.0,1631.0,0.77
Barley,Uttar Pradesh,CHITRAKOOT, 2014-15,Rabi       ,4593.0,7897.0,1.72
Barley,Uttar Pradesh,CHANDAULI, 2006-07,Rabi       ,4204.0,6695.0,1.59
Barley,Uttar Pradesh,BALRAMPUR, 2005-06,Rabi       ,273.0,484.0,1.77
Barley,Uttar Pradesh,CHANDAULI, 2005-06,Rabi       ,1225.0,2075.0,1.69
Barley,Uttar Pradesh,CHANDAULI, 2003-04,Rabi       ,1059.0,1450.0,1.37
Barley,Uttar Pradesh,BUDAUN, 2018-19,Rabi       ,1000.0,3067.0,3.07
Barley,Uttar Pradesh,BUDAUN, 2017-18,Rabi       ,420.0,1195.0,2.85
Barley,Uttar Pradesh,BUDAUN, 2016-17,Rabi       ,1040.0,2615.0,2.51
Barley,Uttar Pradesh,BUDAUN, 2015-16,Rabi       ,414.0,1021.0,2.47
Barley,Uttar Pradesh,BUDAUN, 2014-15,Rabi       ,193.0,331.0,1.72
Barley,Uttar Pradesh,BUDAUN, 2013-14,Rabi       ,443.0,1273.0,2.87
Barley,Uttar Pradesh,BUDAUN, 2012-13,Rabi       ,256.0,682.0,2.66
Barley,Uttar Pradesh,BUDAUN, 2011-12,Rabi       ,810.0,2353.0,2.9
Barley,Uttar Pradesh,BUDAUN, 2010-11,Rabi       ,903.0,2369.0,2.62
Barley,Uttar Pradesh,BUDAUN, 2009-10,Rabi       ,133.0,305.0,2.29
Barley,Uttar Pradesh,BUDAUN, 2008-09,Rabi       ,849.0,2320.0,2.73
Barley,Uttar Pradesh,BULANDSHAHR, 1998-99,Rabi       ,15107.0,51090.0,3.38
Barley,Uttar Pradesh,BUDAUN, 2007-08,Rabi       ,1009.0,2231.0,2.21
Barley,Uttar Pradesh,BUDAUN, 2005-06,Rabi       ,3640.0,7411.0,2.04
Barley,Uttar Pradesh,BUDAUN, 2004-05,Rabi       ,1218.0,2574.0,2.11
Barley,Uttar Pradesh,BUDAUN, 2003-04,Rabi       ,1445.0,3744.0,2.59
Barley,Uttar Pradesh,BUDAUN, 2002-03,Rabi       ,1826.0,3295.0,1.8
Barley,Uttar Pradesh,BUDAUN, 2001-02,Rabi       ,1782.0,4402.0,2.47
Barley,Uttar Pradesh,BUDAUN, 2000-01,Rabi       ,1795.0,4089.0,2.28
Barley,Uttar Pradesh,BUDAUN, 1999-00,Rabi       ,1860.0,3105.0,1.67
Barley,Uttar Pradesh,BUDAUN, 1998-99,Rabi       ,2352.0,5609.0,2.38
Barley,Uttar Pradesh,BIJNOR, 2018-19,Rabi       ,3.0,9.0,3.0
Barley,Uttar Pradesh,BIJNOR, 2017-18,Rabi       ,3.0,9.0,3.0
Barley,Uttar Pradesh,BIJNOR, 2016-17,Rabi       ,2.0,6.0,3.0
Barley,Uttar Pradesh,BUDAUN, 2006-07,Rabi       ,1020.0,2203.0,2.16
Barley,Uttar Pradesh,BULANDSHAHR, 1999-00,Rabi       ,13629.0,47042.0,3.45
Barley,Uttar Pradesh,BULANDSHAHR, 2000-01,Rabi       ,11662.0,37569.0,3.22
Barley,Uttar Pradesh,BULANDSHAHR, 2001-02,Rabi       ,10459.0,41836.0,4.0
Barley,Uttar Pradesh,CHANDAULI, 2002-03,Rabi       ,986.0,1596.0,1.62
Barley,Uttar Pradesh,CHANDAULI, 2001-02,Rabi       ,1003.0,1683.0,1.68
Barley,Uttar Pradesh,CHANDAULI, 2000-01,Rabi       ,817.0,1041.0,1.27
Barley,Uttar Pradesh,CHANDAULI, 1999-00,Rabi       ,908.0,1543.0,1.7
Barley,Uttar Pradesh,CHANDAULI, 1998-99,Rabi       ,869.0,1085.0,1.25
Barley,Uttar Pradesh,CHAMPAWAT, 1999-00,Rabi       ,2152.0,3312.0,1.54
Barley,Uttar Pradesh,CHAMOLI, 1999-00,Rabi       ,1218.0,1257.0,1.03
Barley,Uttar Pradesh,CHAMOLI, 1998-99,Rabi       ,1330.0,1523.0,1.15
Barley,Uttar Pradesh,BULANDSHAHR, 2018-19,Rabi       ,3329.0,14024.0,4.21
Barley,Uttar Pradesh,BULANDSHAHR, 2017-18,Rabi       ,5766.0,22833.0,3.96
Barley,Uttar Pradesh,BULANDSHAHR, 2016-17,Rabi       ,5786.0,20129.0,3.48
Barley,Uttar Pradesh,BULANDSHAHR, 2015-16,Rabi       ,4689.0,16365.0,3.49
Barley,Uttar Pradesh,BULANDSHAHR, 2014-15,Rabi       ,2882.0,8652.0,3.0
Barley,Uttar Pradesh,BULANDSHAHR, 2013-14,Rabi       ,5643.0,20283.0,3.59
Barley,Uttar Pradesh,BULANDSHAHR, 2012-13,Rabi       ,5578.0,14866.0,2.67
Barley,Uttar Pradesh,BULANDSHAHR, 2011-12,Rabi       ,5518.0,21007.0,3.81
Barley,Uttar Pradesh,BULANDSHAHR, 2010-11,Rabi       ,7390.0,25045.0,3.39
Barley,Uttar Pradesh,BULANDSHAHR, 2009-10,Rabi       ,8013.0,27877.0,3.48
Barley,Uttar Pradesh,BULANDSHAHR, 2008-09,Rabi       ,7335.0,26318.0,3.59
Barley,Uttar Pradesh,BULANDSHAHR, 2007-08,Rabi       ,6328.0,19066.0,3.01
Barley,Uttar Pradesh,BULANDSHAHR, 2006-07,Rabi       ,7697.0,27725.0,3.6
Barley,Uttar Pradesh,BULANDSHAHR, 2005-06,Rabi       ,9023.0,25492.0,2.83
Barley,Uttar Pradesh,BULANDSHAHR, 2004-05,Rabi       ,9562.0,26622.0,2.78
Barley,Uttar Pradesh,BULANDSHAHR, 2003-04,Rabi       ,10887.0,34805.0,3.2
Barley,Uttar Pradesh,BULANDSHAHR, 2002-03,Rabi       ,10523.0,43555.0,4.14
Barley,Uttar Pradesh,CHANDAULI, 2004-05,Rabi       ,1331.0,1767.0,1.33
Barley,Uttar Pradesh,DEORIA, 2016-17,Rabi       ,444.0,1532.0,3.45
Barley,Uttar Pradesh,BALRAMPUR, 2004-05,Rabi       ,194.0,390.0,2.01
Barley,Uttar Pradesh,BALRAMPUR, 2002-03,Rabi       ,179.0,440.0,2.46
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2015-16,Rabi       ,164.0,358.0,2.18
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2014-15,Rabi       ,675.0,1160.0,1.72
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2013-14,Rabi       ,450.0,1303.0,2.9
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2012-13,Rabi       ,856.0,2290.0,2.68
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2011-12,Rabi       ,250.0,655.0,2.62
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2010-11,Rabi       ,874.0,1958.0,2.24
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2009-10,Rabi       ,900.0,1939.0,2.15
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2008-09,Rabi       ,847.0,1906.0,2.25
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2007-08,Rabi       ,1416.0,2603.0,1.84
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2006-07,Rabi       ,1085.0,2272.0,2.09
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2005-06,Rabi       ,860.0,1598.0,1.86
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2016-17,Rabi       ,797.0,2209.0,2.77
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2004-05,Rabi       ,977.0,1994.0,2.04
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2002-03,Rabi       ,918.0,2245.0,2.45
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2001-02,Rabi       ,874.0,2077.0,2.38
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 2000-01,Rabi       ,993.0,2128.0,2.14
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 1999-00,Rabi       ,990.0,2319.0,2.34
Barley,Uttar Pradesh,AMBEDKAR NAGAR, 1998-99,Rabi       ,980.0,2207.0,2.25
