State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Haryana,,,,,
Barley,,,,,
, 2004-05,Rabi       ,183488,394478,2.15
, 2005-06,Rabi       ,184790,380296,2.06
, 2006-07,Rabi       ,184220,431415,2.34
, 2007-08,Rabi       ,179429,417668,2.33
, 2008-09,Rabi       ,187533,477643,2.55
, 2009-10,Rabi       ,189172,472714,2.50
, 2010-11,Rabi       ,166471,448960,2.70
, 2011-12,Rabi       ,132299,379830,2.87
, 2012-13,Rabi       ,131752,373644,2.84
, 2013-14,Rabi       ,134767,400393,2.97
, 2014-15,Rabi       ,167432,270235,1.61
, 2015-16,Rabi       ,167579,329963,1.97
, 2016-17,Rabi       ,133720,438200,3.28
, 2017-18,Rabi       ,132317,444982,3.36
, 2018-19,Rabi       ,133804,461089,3.45
 71.RAMPUR, 1997-98,Rabi       ,113537,355416,3.13
, 1998-99,Rabi       ,123479,399829,3.24
, 1999-00,Rabi       ,129140,459512,3.56
, 2000-01,Rabi       ,133686,489037,3.66
, 2001-02,Rabi       ,133854,466293,3.48
, 2002-03,Rabi       ,127615,387862,3.04
, 2003-04,Rabi       ,139277,487304,3.50
, 2004-05,Rabi       ,143963,429175,2.98
, 2005-06,Rabi       ,121309,369386,3.05
, 2006-07,Rabi       ,140239,451990,3.22
, 2007-08,Rabi       ,146951,496837,3.38
, 2008-09,Rabi       ,135631,469961,3.46
, 2009-10,Rabi       ,148645,486069,3.27
, 2010-11,Rabi       ,144796,491872,3.40
, 2011-12,Rabi       ,144074,504115,3.50
, 2012-13,Rabi       ,140318,487184,3.47
, 2013-14,Rabi       ,147277,508106,3.45
, 2014-15,Rabi       ,147846,264644,1.79
, 2015-16,Rabi       ,133654,457498,3.42
, 2016-17,Rabi       ,142046,556820,3.92
, 2017-18,Rabi       ,149252,598202,4.01
, 2018-19,Rabi       ,148838,639706,4.30
 72.RUDRA PRAYAG, 1998-99,Rabi       ,9802,11356,1.16
, 1999-00,Rabi       ,9770,12286,1.26
 73.SAHARANPUR, 1997-98,Rabi       ,126784,356303,2.81
, 1998-99,Rabi       ,126209,354722,2.81
, 1999-00,Rabi       ,125274,380873,3.04
, 2000-01,Rabi       ,121506,357788,2.94
, 2001-02,Rabi       ,115362,343928,2.98
, 2002-03,Rabi       ,115306,331467,2.87
, 2003-04,Rabi       ,122149,354308,2.90
, 2004-05,Rabi       ,120088,320022,2.66
, 2005-06,Rabi       ,116145,311849,2.68
, 2006-07,Rabi       ,114276,335857,2.94
, 2007-08,Rabi       ,115197,332343,2.88
, 2008-09,Rabi       ,139357,412915,2.96
, 2009-10,Rabi       ,112619,343713,3.05
, 2010-11,Rabi       ,106909,320727,3.00
, 2011-12,Rabi       ,112582,391335,3.48
, 2012-13,Rabi       ,110575,374739,3.39
, 2013-14,Rabi       ,109144,378184,3.47
, 2014-15,Rabi       ,118844,244224,2.05
, 2015-16,Rabi       ,112433,377213,3.36
, 2016-17,Rabi       ,112624,423128,3.76
, 2017-18,Rabi       ,111963,435984,3.89
, 2018-19,Rabi       ,111995,472283,4.22
 74.SAMBHAL, 2012-13,Rabi       ,140493,450702,3.21
, 2013-14,Rabi       ,139875,492500,3.52
, 2014-15,Rabi       ,143456,283613,1.98
, 2015-16,Rabi       ,135993,417499,3.07
, 2016-17,Rabi       ,136437,476574,3.49
, 2017-18,Rabi       ,140565,502098,3.57
, 2018-19,Rabi       ,139858,564047,4.03
 75.SANT KABEER NAGAR, 1997-98,Rabi       ,79324,184883,2.33
, 1998-99,Rabi       ,78031,167957,2.15
, 1999-00,Rabi       ,78125,225566,2.89
, 2000-01,Rabi       ,83803,202647,2.42
, 2001-02,Rabi       ,89677,238337,2.66
, 2002-03,Rabi       ,87964,208651,2.37
, 2003-04,Rabi       ,90847,236098,2.60
, 2004-05,Rabi       ,90187,209399,2.32
, 2005-06,Rabi       ,84569,179033,2.12
, 2006-07,Rabi       ,90187,221508,2.46
, 2007-08,Rabi       ,91295,240928,2.64
, 2008-09,Rabi       ,92660,250553,2.70
, 2009-10,Rabi       ,91717,252864,2.76
, 2010-11,Rabi       ,90776,251903,2.77
, 2011-12,Rabi       ,91629,266457,2.91
, 2012-13,Rabi       ,91860,274110,2.98
, 2013-14,Rabi       ,92210,304201,3.30
, 2014-15,Rabi       ,90522,224042,2.48
, 2015-16,Rabi       ,90896,231058,2.54
, 2016-17,Rabi       ,91776,309944,3.38
, 2017-18,Rabi       ,90569,290274,3.21
, 2018-19,Rabi       ,91366,306624,3.36
 76.SANT RAVIDAS NAGAR, 1997-98,Rabi       ,44792,131500,2.94
, 1998-99,Rabi       ,45432,89822,1.98
, 1999-00,Rabi       ,47071,119380,2.54
, 2000-01,Rabi       ,47490,115353,2.43
, 2001-02,Rabi       ,45282,104577,2.31
, 2002-03,Rabi       ,46202,96504,2.09
, 2003-04,Rabi       ,46434,101931,2.20
, 2004-05,Rabi       ,46740,73047,1.56
, 2005-06,Rabi       ,47416,97772,2.06
, 2006-07,Rabi       ,37926,92691,2.44
, 2007-08,Rabi       ,47158,103606,2.20
, 2008-09,Rabi       ,46622,121539,2.61
, 2009-10,Rabi       ,48144,107554,2.23
, 2010-11,Rabi       ,44634,128055,2.87
, 2011-12,Rabi       ,47418,149041,3.14
, 2012-13,Rabi       ,48269,137416,2.85
, 2013-14,Rabi       ,48216,131630,2.73
, 2014-15,Rabi       ,48033,74114,1.54
, 2015-16,Rabi       ,48930,108576,2.22
, 2016-17,Rabi       ,47044,156092,3.32
, 2017-18,Rabi       ,49038,186639,3.81
, 2018-19,Rabi       ,49437,185620,3.75
 77.SHAHJAHANPUR, 1997-98,Rabi       ,216503,667049,3.08
, 1998-99,Rabi       ,243703,674459,2.77
, 1999-00,Rabi       ,252100,799254,3.17
, 2000-01,Rabi       ,257834,844816,3.28
, 2001-02,Rabi       ,260163,857663,3.30
, 2002-03,Rabi       ,242036,768266,3.17
, 2003-04,Rabi       ,252370,808690,3.20
, 2004-05,Rabi       ,252570,782584,3.10
, 2005-06,Rabi       ,247112,864892,3.50
, 2006-07,Rabi       ,252570,869346,3.44
, 2007-08,Rabi       ,248575,895865,3.60
, 2008-09,Rabi       ,253928,915410,3.60
, 2009-10,Rabi       ,259172,927317,3.58
, 2010-11,Rabi       ,249556,898651,3.60
, 2011-12,Rabi       ,247222,940185,3.80
, 2012-13,Rabi       ,264247,959481,3.63
, 2013-14,Rabi       ,255240,934689,3.66
, 2014-15,Rabi       ,260462,517017,1.98
, 2015-16,Rabi       ,253360,889040,3.51
, 2016-17,Rabi       ,250679,1054356,4.21
, 2017-18,Rabi       ,247700,989809,4.00
, 2018-19,Rabi       ,272458,1216792,4.47
 78.SHAMLI, 2012-13,Rabi       ,50033,188124,3.76
, 2013-14,Rabi       ,46385,173665,3.74
, 2014-15,Rabi       ,49296,149367,3.03
, 2015-16,Rabi       ,53363,217241,4.07
, 2016-17,Rabi       ,49142,208608,4.25
, 2017-18,Rabi       ,49633,228014,4.59
, 2018-19,Rabi       ,48655,222451,4.57
 79.SHRAVASTI, 1997-98,Rabi       ,80899,159238,1.97
, 1998-99,Rabi       ,81620,172354,2.11
, 1999-00,Rabi       ,90059,215379,2.39
, 2000-01,Rabi       ,93469,211766,2.27
, 2001-02,Rabi       ,60549,151480,2.50
, 2002-03,Rabi       ,59790,127578,2.13
, 2003-04,Rabi       ,59693,162825,2.73
, 2004-05,Rabi       ,58437,134523,2.30
, 2005-06,Rabi       ,62816,142655,2.27
, 2006-07,Rabi       ,58426,153251,2.62
, 2007-08,Rabi       ,59470,137614,2.31
, 2008-09,Rabi       ,60890,162515,2.67
, 2009-10,Rabi       ,58266,155622,2.67
, 2010-11,Rabi       ,62301,169210,2.72
, 2011-12,Rabi       ,67143,198340,2.95
, 2012-13,Rabi       ,63787,171523,2.69
, 2013-14,Rabi       ,70928,216401,3.05
, 2014-15,Rabi       ,68165,182410,2.68
, 2015-16,Rabi       ,70143,186300,2.66
, 2016-17,Rabi       ,70872,212687,3.00
, 2017-18,Rabi       ,68574,220945,3.22
, 2018-19,Rabi       ,72186,246948,3.42
 80.SIDDHARTH NAGAR, 1997-98,Rabi       ,125071,265528,2.12
, 1998-99,Rabi       ,125339,289935,2.31
, 1999-00,Rabi       ,128653,377736,2.94
, 2000-01,Rabi       ,130412,357941,2.74
, 2001-02,Rabi       ,128961,312721,2.42
, 2002-03,Rabi       ,148348,303272,2.04
, 2003-04,Rabi       ,144404,353931,2.45
, 2004-05,Rabi       ,145118,252776,1.74
, 2005-06,Rabi       ,145043,371890,2.56
, 2006-07,Rabi       ,152837,385149,2.52
, 2007-08,Rabi       ,167141,375232,2.25
, 2008-09,Rabi       ,167255,422821,2.53
, 2009-10,Rabi       ,166621,388394,2.33
, 2010-11,Rabi       ,159332,499984,3.14
, 2011-12,Rabi       ,157619,537638,3.41
, 2012-13,Rabi       ,159883,567105,3.55
, 2013-14,Rabi       ,157897,596693,3.78
, 2014-15,Rabi       ,161544,408222,2.53
, 2015-16,Rabi       ,150792,503947,3.34
, 2016-17,Rabi       ,156380,618796,3.96
, 2017-18,Rabi       ,158257,629705,3.98
, 2018-19,Rabi       ,157672,689815,4.38
 81.SITAPUR, 1997-98,Rabi       ,192766,423769,2.20
, 1998-99,Rabi       ,199123,443661,2.23
, 1999-00,Rabi       ,198814,481591,2.42
, 2000-01,Rabi       ,206207,459802,2.23
, 2001-02,Rabi       ,198535,487280,2.45
, 2002-03,Rabi       ,198589,484999,2.44
, 2003-04,Rabi       ,215644,542147,2.51
, 2004-05,Rabi       ,209974,476720,2.27
, 2005-06,Rabi       ,202584,484784,2.39
, 2006-07,Rabi       ,190985,522614,2.74
, 2007-08,Rabi       ,188632,522105,2.77
, 2008-09,Rabi       ,223913,656513,2.93
, 2009-10,Rabi       ,223901,592666,2.65
, 2010-11,Rabi       ,217102,665418,3.07
, 2011-12,Rabi       ,215859,682114,3.16
, 2012-13,Rabi       ,212016,674635,3.18
, 2013-14,Rabi       ,210932,651569,3.09
, 2014-15,Rabi       ,208675,372484,1.78
, 2015-16,Rabi       ,214593,533264,2.49
, 2016-17,Rabi       ,212207,715562,3.37
, 2017-18,Rabi       ,210935,685961,3.25
, 2018-19,Rabi       ,205409,714823,3.48
 82.SONBHADRA, 1997-98,Rabi       ,58020,59628,1.03
, 1998-99,Rabi       ,58323,62289,1.07
, 1999-00,Rabi       ,58876,80314,1.36
, 2000-01,Rabi       ,59174,71567,1.21
, 2001-02,Rabi       ,61150,99663,1.63
, 2002-03,Rabi       ,63344,105689,1.67
, 2003-04,Rabi       ,68750,98798,1.44
, 2004-05,Rabi       ,52029,53275,1.02
, 2005-06,Rabi       ,68750,69866,1.02
, 2006-07,Rabi       ,52112,67457,1.29
, 2007-08,Rabi       ,22193,35292,1.59
, 2008-09,Rabi       ,47669,71770,1.51
, 2009-10,Rabi       ,56692,107924,1.90
, 2010-11,Rabi       ,53912,92894,1.72
, 2011-12,Rabi       ,55981,105693,1.89
, 2012-13,Rabi       ,54811,117261,2.14
, 2013-14,Rabi       ,57853,135887,2.35
, 2014-15,Rabi       ,57789,117617,2.04
, 2015-16,Rabi       ,58322,92744,1.59
, 2016-17,Rabi       ,56012,134857,2.41
, 2017-18,Rabi       ,54274,127922,2.36
, 2018-19,Rabi       ,57964,156734,2.70
 83.SULTANPUR, 1997-98,Rabi       ,162420,428513,2.64
, 1998-99,Rabi       ,163360,393140,2.41
, 1999-00,Rabi       ,163955,443276,2.70
, 2000-01,Rabi       ,163002,413259,2.54
, 2001-02,Rabi       ,163760,431839,2.64
, 2002-03,Rabi       ,165268,424135,2.57
, 2003-04,Rabi       ,166983,462053,2.77
, 2004-05,Rabi       ,167024,422457,2.53
, 2005-06,Rabi       ,164944,425554,2.58
, 2006-07,Rabi       ,165817,452172,2.73
, 2007-08,Rabi       ,168720,471569,2.79
, 2008-09,Rabi       ,169501,478331,2.82
, 2009-10,Rabi       ,169281,462122,2.73
, 2010-11,Rabi       ,103237,327043,3.17
, 2011-12,Rabi       ,104286,332464,3.19
, 2012-13,Rabi       ,104661,325914,3.11
, 2013-14,Rabi       ,104250,256247,2.46
, 2014-15,Rabi       ,104295,238836,2.29
, 2015-16,Rabi       ,116068,329401,2.84
, 2016-17,Rabi       ,101118,342487,3.39
, 2017-18,Rabi       ,114555,461653,4.03
, 2018-19,Rabi       ,104661,436855,4.17
 84.TEHRI GARHWAL, 1997-98,Rabi       ,34440,48905,1.42
, 1998-99,Rabi       ,33827,30761,0.91
, 1999-00,Rabi       ,30395,37376,1.23
 85.UDAM SINGH NAGAR, 1997-98,Rabi       ,80214,203626,2.54
, 1998-99,Rabi       ,84045,263743,3.14
, 1999-00,Rabi       ,83029,274722,3.31
 86.UNNAO, 1997-98,Rabi       ,193705,436790,2.25
, 1998-99,Rabi       ,197635,430859,2.18
, 1999-00,Rabi       ,207814,518877,2.50
, 2000-01,Rabi       ,206256,469647,2.28
, 2001-02,Rabi       ,209993,515813,2.46
, 2002-03,Rabi       ,213721,538964,2.52
, 2003-04,Rabi       ,218556,565367,2.59
, 2004-05,Rabi       ,223707,542488,2.42
, 2005-06,Rabi       ,218555,520358,2.38
, 2006-07,Rabi       ,222960,638307,2.86
, 2007-08,Rabi       ,226162,599103,2.65
, 2008-09,Rabi       ,232176,686542,2.96
, 2009-10,Rabi       ,236773,653471,2.76
, 2010-11,Rabi       ,239040,708754,2.97
, 2011-12,Rabi       ,240711,718277,2.98
, 2012-13,Rabi       ,240113,686003,2.86
, 2013-14,Rabi       ,241717,736753,3.05
, 2014-15,Rabi       ,243188,488078,2.01
, 2015-16,Rabi       ,237761,528305,2.22
, 2016-17,Rabi       ,242102,772547,3.19
, 2017-18,Rabi       ,244358,798318,3.27
, 2018-19,Rabi       ,241879,937039,3.87
 87.UTTAR KASHI, 1997-98,Rabi       ,14334,20802,1.45
, 1998-99,Rabi       ,15206,16270,1.07
, 1999-00,Rabi       ,11811,17430,1.48
 88.VARANASI, 1997-98,Rabi       ,69282,199806,2.88
, 1998-99,Rabi       ,68591,154746,2.26
, 1999-00,Rabi       ,68652,185859,2.71
, 2000-01,Rabi       ,67491,170635,2.53
, 2001-02,Rabi       ,64746,165141,2.55
, 2002-03,Rabi       ,66918,142279,2.13
, 2003-04,Rabi       ,68777,178850,2.60
, 2004-05,Rabi       ,69457,132019,1.90
, 2005-06,Rabi       ,69323,148663,2.14
, 2006-07,Rabi       ,69702,176671,2.53
, 2007-08,Rabi       ,76433,194260,2.54
, 2008-09,Rabi       ,69728,196842,2.82
, 2009-10,Rabi       ,70988,178387,2.51
, 2010-11,Rabi       ,70642,198007,2.80
, 2011-12,Rabi       ,69610,210381,3.02
, 2012-13,Rabi       ,69705,214609,3.08
, 2013-14,Rabi       ,69399,188955,2.72
, 2014-15,Rabi       ,68617,127010,1.85
, 2015-16,Rabi       ,68502,165021,2.41
, 2016-17,Rabi       ,70914,239146,3.37
, 2017-18,Rabi       ,69363,234528,3.38
, 2018-19,Rabi       ,68973,241128,3.50
Total - Wheat,,,208910437.00,607610913,2.91
Uttarakhand,,,,,
Barley,,,,,
 1.ALMORA, 2000-01,Rabi       ,3436,2934,0.85
, 2001-02,Rabi       ,2976,2580,0.87
, 2002-03,Rabi       ,3402,2779,0.82
, 2003-04,Rabi       ,3698,2600,0.70
, 2004-05,Rabi       ,2888,3645,1.26
, 2005-06,Rabi       ,2837,1171,0.41
, 2006-07,Rabi       ,2818,2792,0.99
, 2007-08,Rabi       ,3335,2220,0.67
, 2008-09,Rabi       ,2755,1954,0.71
, 2009-10,Rabi       ,2964,2413,0.81
, 2010-11,Rabi       ,3297,3433,1.04
, 2011-12,Rabi       ,2705,2859,1.06
, 2012-13,Rabi       ,2447,2927,1.20
, 2013-14,Rabi       ,2490,3398,1.36
, 2014-15,Rabi       ,2692,2778,1.03
, 2015-16,Rabi       ,2790,1478,0.53
, 2016-17,Rabi       ,3201,2960,0.92
, 2017-18,Rabi       ,3276,3230,0.99
, 2018-19,Rabi       ,2885,3133,1.09
 2.BAGESHWAR, 2000-01,Rabi       ,2867,4341,1.51
, 2001-02,Rabi       ,1301,1644,1.26
, 2002-03,Rabi       ,2070,3005,1.45
, 2003-04,Rabi       ,1913,2130,1.11
, 2004-05,Rabi       ,1923,2638,1.37
, 2005-06,Rabi       ,1786,1050,0.59
, 2006-07,Rabi       ,2124,2487,1.17
, 2007-08,Rabi       ,2739,3206,1.17
, 2008-09,Rabi       ,1480,1546,1.04
, 2009-10,Rabi       ,1507,1824,1.21
, 2010-11,Rabi       ,1237,1596,1.29
, 2011-12,Rabi       ,983,1628,1.66
, 2012-13,Rabi       ,1290,1621,1.26
, 2013-14,Rabi       ,1485,1913,1.29
, 2014-15,Rabi       ,922,903,0.98
, 2015-16,Rabi       ,1131,1802,1.59
, 2016-17,Rabi       ,927,1353,1.46
, 2017-18,Rabi       ,767,924,1.20
, 2018-19,Rabi       ,1061,1436,1.35
 3.CHAMOLI, 2000-01,Rabi       ,1702,1771,1.04
, 2001-02,Rabi       ,1205,1766,1.47
, 2002-03,Rabi       ,1467,2056,1.40
, 2003-04,Rabi       ,1712,2120,1.24
, 2004-05,Rabi       ,1291,1818,1.41
, 2005-06,Rabi       ,1547,2627,1.70
, 2006-07,Rabi       ,1357,2035,1.50
, 2007-08,Rabi       ,1849,2576,1.39
, 2008-09,Rabi       ,1438,1375,0.96
, 2009-10,Rabi       ,1628,2157,1.32
, 2010-11,Rabi       ,1925,2889,1.50
, 2011-12,Rabi       ,1951,2737,1.40
, 2012-13,Rabi       ,2030,2818,1.39
, 2013-14,Rabi       ,1506,2095,1.39
, 2014-15,Rabi       ,1650,2164,1.31
, 2015-16,Rabi       ,1234,1428,1.16
, 2016-17,Rabi       ,1877,2397,1.28
, 2017-18,Rabi       ,1896,2469,1.30
, 2018-19,Rabi       ,1872,2698,1.44
 4.CHAMPAWAT, 2000-01,Rabi       ,1316,1941,1.47
, 2001-02,Rabi       ,1555,2000,1.29
, 2002-03,Rabi       ,1372,1981,1.44
, 2003-04,Rabi       ,1140,1646,1.44
, 2004-05,Rabi       ,1432,2657,1.86
, 2005-06,Rabi       ,1393,1421,1.02
, 2006-07,Rabi       ,1474,1507,1.02
, 2007-08,Rabi       ,956,955,1.00
, 2008-09,Rabi       ,1080,1005,0.93
, 2009-10,Rabi       ,750,920,1.23
, 2010-11,Rabi       ,929,1102,1.19
, 2011-12,Rabi       ,1240,1577,1.27
, 2012-13,Rabi       ,1016,1394,1.37
, 2013-14,Rabi       ,1087,1426,1.31
, 2014-15,Rabi       ,900,1192,1.32
, 2015-16,Rabi       ,697,462,0.66
, 2016-17,Rabi       ,798,1082,1.36
, 2017-18,Rabi       ,788,1362,1.73
, 2018-19,Rabi       ,720,1223,1.70
 5.DEHRADUN, 2000-01,Rabi       ,1050,227,0.22
, 2001-02,Rabi       ,999,1530,1.53
, 2002-03,Rabi       ,1256,1988,1.58
, 2003-04,Rabi       ,1301,1250,0.96
, 2004-05,Rabi       ,846,1456,1.72
, 2005-06,Rabi       ,1052,734,0.70
, 2006-07,Rabi       ,867,1349,1.56
, 2007-08,Rabi       ,842,1371,1.63
, 2008-09,Rabi       ,695,301,0.43
, 2009-10,Rabi       ,823,1403,1.70
, 2010-11,Rabi       ,746,1491,2.00
, 2011-12,Rabi       ,742,1418,1.91
, 2012-13,Rabi       ,688,1406,2.04
, 2013-14,Rabi       ,763,1731,2.27
, 2014-15,Rabi       ,623,706,1.13
, 2015-16,Rabi       ,657,957,1.46
, 2016-17,Rabi       ,530,835,1.58
, 2017-18,Rabi       ,577,896,1.55
, 2018-19,Rabi       ,583,951,1.63
 6.HARIDWAR, 2000-01,Rabi       ,72,85,1.18
, 2001-02,Rabi       ,52,60,1.15
, 2002-03,Rabi       ,31,33,1.06
, 2003-04,Rabi       ,24,24,1.00
, 2004-05,Rabi       ,33,46,1.39
, 2005-06,Rabi       ,23,16,0.70
, 2006-07,Rabi       ,20,22,1.10
, 2007-08,Rabi       ,16,17,1.06
, 2008-09,Rabi       ,13,22,1.69
, 2009-10,Rabi       ,13,17,1.31
, 2010-11,Rabi       ,17,34,2.00
, 2011-12,Rabi       ,20,38,1.90
, 2012-13,Rabi       ,13,16,1.23
, 2013-14,Rabi       ,12,22,1.83
, 2014-15,Rabi       ,14,15,1.07
, 2015-16,Rabi       ,6,7,1.17
, 2016-17,Rabi       ,8,12,1.50
, 2017-18,Rabi       ,7,12,1.71
, 2018-19,Rabi       ,7,9,1.29
 7.NAINITAL, 2000-01,Rabi       ,810,352,0.43
, 2001-02,Rabi       ,948,1132,1.19
, 2002-03,Rabi       ,1149,1237,1.08
, 2003-04,Rabi       ,928,963,1.04
, 2004-05,Rabi       ,931,1421,1.53
, 2005-06,Rabi       ,940,834,0.89
, 2006-07,Rabi       ,989,1249,1.26
, 2007-08,Rabi       ,981,1134,1.16
, 2008-09,Rabi       ,1147,1372,1.20
, 2009-10,Rabi       ,903,1284,1.42
, 2010-11,Rabi       ,912,1380,1.51
, 2011-12,Rabi       ,899,1187,1.32
, 2012-13,Rabi       ,917,1682,1.83
, 2013-14,Rabi       ,1137,1582,1.39
, 2014-15,Rabi       ,1006,1175,1.17
, 2015-16,Rabi       ,783,763,0.97
, 2016-17,Rabi       ,814,1125,1.38
, 2017-18,Rabi       ,706,1032,1.46
, 2018-19,Rabi       ,712,1001,1.41
 8.PAURI GARHWAL, 2000-01,Rabi       ,6110,4586,0.75
, 2001-02,Rabi       ,6379,6054,0.95
, 2002-03,Rabi       ,7233,7524,1.04
, 2003-04,Rabi       ,6721,6106,0.91
, 2004-05,Rabi       ,6491,7442,1.15
, 2005-06,Rabi       ,6777,2001,0.30
, 2006-07,Rabi       ,6704,6381,0.95
, 2007-08,Rabi       ,6558,5514,0.84
, 2008-09,Rabi       ,6156,4223,0.69
, 2009-10,Rabi       ,5858,5524,0.94
, 2010-11,Rabi       ,5896,6382,1.08
, 2011-12,Rabi       ,6044,6426,1.06
, 2012-13,Rabi       ,5942,7392,1.24
, 2013-14,Rabi       ,6042,7450,1.23
, 2014-15,Rabi       ,6192,7004,1.13
, 2015-16,Rabi       ,4946,4907,0.99
, 2016-17,Rabi       ,5640,6474,1.15
, 2017-18,Rabi       ,3933,5808,1.48
, 2018-19,Rabi       ,3706,5856,1.58
 9.PITHORAGARH, 2000-01,Rabi       ,3401,4878,1.43
, 2001-02,Rabi       ,3472,4115,1.19
, 2002-03,Rabi       ,3518,5535,1.57
, 2003-04,Rabi       ,3698,4407,1.19
, 2004-05,Rabi       ,4389,6818,1.55
, 2005-06,Rabi       ,3382,4025,1.19
, 2006-07,Rabi       ,3490,4811,1.38
, 2007-08,Rabi       ,3804,4794,1.26
, 2008-09,Rabi       ,3529,3653,1.04
, 2009-10,Rabi       ,3849,5271,1.37
, 2010-11,Rabi       ,3347,4538,1.36
, 2011-12,Rabi       ,2889,3818,1.32
, 2012-13,Rabi       ,3179,4552,1.43
, 2013-14,Rabi       ,3536,4831,1.37
, 2014-15,Rabi       ,3416,4462,1.31
, 2015-16,Rabi       ,3129,3017,0.96
, 2016-17,Rabi       ,3027,4246,1.40
, 2017-18,Rabi       ,3589,4918,1.37
, 2018-19,Rabi       ,3687,5246,1.42
 10.RUDRA PRAYAG, 2000-01,Rabi       ,1465,1494,1.02
, 2001-02,Rabi       ,1081,1382,1.28
, 2002-03,Rabi       ,1236,1880,1.52
, 2003-04,Rabi       ,1126,1173,1.04
, 2004-05,Rabi       ,1140,1473,1.29
, 2005-06,Rabi       ,1056,1161,1.10
, 2006-07,Rabi       ,1230,1633,1.33
, 2007-08,Rabi       ,1081,1442,1.33
, 2008-09,Rabi       ,1370,1621,1.18
, 2009-10,Rabi       ,1326,1758,1.33
, 2010-11,Rabi       ,1064,1578,1.48
, 2011-12,Rabi       ,1129,1835,1.63
, 2012-13,Rabi       ,1160,1655,1.43
, 2013-14,Rabi       ,1114,1611,1.45
, 2014-15,Rabi       ,1354,1604,1.18
, 2015-16,Rabi       ,1196,1245,1.04
, 2016-17,Rabi       ,1258,1516,1.21
, 2017-18,Rabi       ,1354,1684,1.24
, 2018-19,Rabi       ,1590,1952,1.23
 11.TEHRI GARHWAL, 2000-01,Rabi       ,3282,2159,0.66
, 2001-02,Rabi       ,2537,2854,1.12
, 2002-03,Rabi       ,2620,3126,1.19
, 2003-04,Rabi       ,2411,2406,1.00
, 2004-05,Rabi       ,2538,3719,1.47
, 2005-06,Rabi       ,2297,1421,0.62
, 2006-07,Rabi       ,2645,2898,1.10
, 2007-08,Rabi       ,2286,2268,0.99
, 2008-09,Rabi       ,2752,2109,0.77
, 2009-10,Rabi       ,2268,1907,0.84
, 2010-11,Rabi       ,2388,2867,1.20
, 2011-12,Rabi       ,1911,2362,1.24
, 2012-13,Rabi       ,1734,2361,1.36
, 2013-14,Rabi       ,1885,2603,1.38
, 2014-15,Rabi       ,2050,2509,1.22
, 2015-16,Rabi       ,1623,1755,1.08
, 2016-17,Rabi       ,1559,2332,1.50
, 2017-18,Rabi       ,2072,2634,1.27
, 2018-19,Rabi       ,1802,3071,1.70
 12.UDAM SINGH NAGAR, 2000-01,Rabi       ,77,91,1.18
, 2001-02,Rabi       ,58,70,1.21
, 2002-03,Rabi       ,60,66,1.10
, 2003-04,Rabi       ,64,64,1.00
, 2004-05,Rabi       ,35,48,1.37
, 2005-06,Rabi       ,25,22,0.88
, 2006-07,Rabi       ,5,6,1.20
, 2007-08,Rabi       ,7,5,0.71
, 2008-09,Rabi       ,14,17,1.21
, 2009-10,Rabi       ,11,15,1.36
, 2010-11,Rabi       ,17,28,1.65
, 2011-12,Rabi       ,25,29,1.16
, 2012-13,Rabi       ,40,11,0.28
, 2013-14,Rabi       ,13,21,1.62
, 2014-15,Rabi       ,14,16,1.14
, 2015-16,Rabi       ,9,10,1.11
, 2016-17,Rabi       ,6,8,1.33
, 2017-18,Rabi       ,7,11,1.57
, 2018-19,Rabi       ,3,4,1.33
 13.UTTAR KASHI, 2000-01,Rabi       ,209,205,0.98
, 2001-02,Rabi       ,312,403,1.29
, 2002-03,Rabi       ,250,356,1.42
, 2003-04,Rabi       ,204,237,1.16
, 2004-05,Rabi       ,243,333,1.37
, 2005-06,Rabi       ,305,271,0.89
, 2006-07,Rabi       ,357,529,1.48
, 2007-08,Rabi       ,250,354,1.42
, 2008-09,Rabi       ,167,153,0.92
, 2009-10,Rabi       ,306,338,1.10
, 2010-11,Rabi       ,257,355,1.38
, 2011-12,Rabi       ,174,246,1.41
, 2012-13,Rabi       ,246,387,1.57
, 2013-14,Rabi       ,247,371,1.50
, 2014-15,Rabi       ,221,272,1.23
, 2015-16,Rabi       ,166,230,1.39
, 2016-17,Rabi       ,189,282,1.49
, 2017-18,Rabi       ,244,500,2.05
, 2018-19,Rabi       ,298,443,1.49
Total - Barley,,,422622.00,486446,1.15
Gram,,,,,
 1.ALMORA, 2001-02,Rabi       ,46,24,0.52
, 2002-03,Rabi       ,31,16,0.52
, 2004-05,Rabi       ,12,7,0.58
, 2005-06,Rabi       ,18,11,0.61
, 2006-07,Rabi       ,3,2,0.67
, 2007-08,Rabi       ,21,9,0.43
, 2008-09,Rabi       ,1,,0.00
, 2010-11,Rabi       ,97,55,0.57
, 2011-12,Rabi       ,109,63,0.58
, 2012-13,Rabi       ,2,1,0.50
, 2013-14,Rabi       ,21,12,0.57
, 2014-15,Rabi       ,5,3,0.60
, 2015-16,Rabi       ,35,20,0.57
, 2016-17,Rabi       ,87,48,0.55
, 2017-18,Rabi       ,64,39,0.61
, 2018-19,Rabi       ,41,23,0.56
 2.BAGESHWAR, 2000-01,Rabi       ,5,3,0.60
, 2003-04,Rabi       ,1,1,1.00
, 2004-05,Rabi       ,11,9,0.82
