State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
Arhar/Tur,,,,,
 4.CACHAR, 1997-98,Kharif     ,65,33,0.51
, 1998-99,Kharif     ,65,32,0.49
, 1999-00,Kharif     ,54,27,0.50
, 2000-01,Kharif     ,62,31,0.50
, 2001-02,Kharif     ,62,31,0.50
, 2002-03,Kharif     ,70,35,0.50
, 2003-04,Kharif     ,75,38,0.51
, 2005-06,Kharif     ,96,48,0.50
, 2006-07,Kharif     ,105,52,0.50
, 2007-08,Kharif     ,105,52,0.50
, 2008-09,Kharif     ,104,50,0.48
, 2009-10,Kharif     ,100,50,0.50
, 2010-11,Kharif     ,98,49,0.50
, 2011-12,Kharif     ,91,51,0.56
, 2012-13,Kharif     ,95,60,0.63
, 2013-14,Kharif     ,99,297,3.00
, 2014-15,Kharif     ,102,236,2.31
, 2015-16,Kharif     ,99,79,0.80
, 2016-17,Kharif     ,104,88,0.85
, 2017-18,Kharif     ,112,140,1.25
 5.CHIRANG, 2005-06,Kharif     ,234,143,0.61
, 2006-07,Kharif     ,442,269,0.61
, 2007-08,Kharif     ,329,200,0.61
, 2008-09,Kharif     ,418,254,0.61
, 2009-10,Kharif     ,406,247,0.61
, 2010-11,Kharif     ,478,291,0.61
, 2011-12,Kharif     ,356,250,0.70
, 2012-13,Kharif     ,516,410,0.79
, 2013-14,Kharif     ,397,770,1.94
, 2014-15,Kharif     ,297,864,2.91
, 2015-16,Kharif     ,403,782,1.94
, 2016-17,Kharif     ,585,1320,2.26
, 2017-18,Kharif     ,363,1200,3.31
 6.DARRANG, 1997-98,Kharif     ,811,494,0.61
, 1998-99,Kharif     ,805,492,0.61
, 1999-00,Kharif     ,821,501,0.61
, 2000-01,Kharif     ,801,489,0.61
, 2001-02,Kharif     ,727,444,0.61
, 2002-03,Kharif     ,731,446,0.61
, 2003-04,Kharif     ,713,435,0.61
, 2005-06,Kharif     ,450,271,0.60
, 2006-07,Kharif     ,274,165,0.60
, 2007-08,Kharif     ,271,163,0.60
, 2008-09,Kharif     ,277,167,0.60
, 2009-10,Kharif     ,1250,754,0.60
, 2010-11,Kharif     ,1745,1052,0.60
, 2011-12,Kharif     ,2237,1528,0.68
, 2012-13,Kharif     ,2500,1920,0.77
, 2013-14,Kharif     ,1647,9882,6.00
, 2014-15,Kharif     ,5085,14207,2.79
, 2015-16,Kharif     ,5358,30867,5.76
, 2016-17,Kharif     ,5232,29399,5.62
, 2017-18,Kharif     ,5393,35044,6.50
 7.DHEMAJI, 1997-98,Kharif     ,512,479,0.94
, 1998-99,Kharif     ,560,504,0.90
, 1999-00,Kharif     ,550,500,0.91
, 2000-01,Kharif     ,515,476,0.92
, 2001-02,Kharif     ,517,476,0.92
, 2002-03,Kharif     ,537,488,0.91
, 2003-04,Kharif     ,540,490,0.91
, 2005-06,Kharif     ,510,460,0.90
, 2006-07,Kharif     ,494,444,0.90
, 2007-08,Kharif     ,316,272,0.86
, 2008-09,Kharif     ,195,159,0.82
, 2009-10,Kharif     ,225,186,0.83
, 2010-11,Kharif     ,220,179,0.81
, 2011-12,Kharif     ,245,216,0.88
, 2012-13,Kharif     ,269,332,1.23
, 2013-14,Kharif     ,308,1739,5.65
, 2014-15,Kharif     ,304,1367,4.50
, 2015-16,Kharif     ,265,1187,4.48
, 2016-17,Kharif     ,355,1423,4.01
, 2017-18,Kharif     ,353,1407,3.99
 8.DHUBRI, 1997-98,Kharif     ,267,160,0.60
, 1998-99,Kharif     ,293,176,0.60
, 1999-00,Kharif     ,275,165,0.60
, 2000-01,Kharif     ,269,161,0.60
, 2001-02,Kharif     ,268,161,0.60
, 2002-03,Kharif     ,128,76,0.59
, 2003-04,Kharif     ,134,81,0.60
, 2005-06,Kharif     ,109,65,0.60
, 2006-07,Kharif     ,110,66,0.60
, 2007-08,Kharif     ,95,56,0.59
, 2008-09,Kharif     ,131,77,0.59
, 2009-10,Kharif     ,146,88,0.60
, 2010-11,Kharif     ,423,254,0.60
, 2011-12,Kharif     ,1148,752,0.66
, 2012-13,Kharif     ,1140,841,0.74
, 2013-14,Kharif     ,1176,5098,4.34
, 2014-15,Kharif     ,1195,3209,2.69
, 2015-16,Kharif     ,1204,4924,4.09
, 2016-17,Kharif     ,1192,5361,4.50
, 2017-18,Kharif     ,1192,4921,4.13
 9.DIBRUGARH, 1997-98,Kharif     ,500,268,0.54
, 1998-99,Kharif     ,472,253,0.54
, 1999-00,Kharif     ,483,258,0.53
, 2000-01,Kharif     ,496,265,0.53
, 2001-02,Kharif     ,455,243,0.53
, 2002-03,Kharif     ,430,230,0.53
, 2003-04,Kharif     ,432,231,0.53
, 2005-06,Kharif     ,150,80,0.53
, 2007-08,Kharif     ,116,62,0.53
, 2008-09,Kharif     ,75,28,0.37
, 2009-10,Kharif     ,119,102,0.86
, 2010-11,Kharif     ,103,64,0.62
, 2011-12,Kharif     ,142,100,0.70
, 2012-13,Kharif     ,125,87,0.70
, 2013-14,Kharif     ,120,430,3.58
, 2014-15,Kharif     ,98,249,2.54
, 2015-16,Kharif     ,114,183,1.61
, 2016-17,Kharif     ,112,180,1.61
, 2017-18,Kharif     ,116,187,1.61
 10.DIMA HASAO, 1997-98,Kharif     ,1299,974,0.75
, 1998-99,Kharif     ,1428,1071,0.75
, 1999-00,Kharif     ,1430,1073,0.75
, 2000-01,Kharif     ,1539,1154,0.75
, 2001-02,Kharif     ,1545,1159,0.75
, 2002-03,Kharif     ,1554,1166,0.75
, 2003-04,Kharif     ,1414,1061,0.75
, 2005-06,Kharif     ,1535,1151,0.75
, 2006-07,Kharif     ,1540,1155,0.75
, 2007-08,Kharif     ,1564,1173,0.75
, 2008-09,Kharif     ,1560,1170,0.75
, 2009-10,Kharif     ,1711,1283,0.75
, 2010-11,Kharif     ,1835,1376,0.75
, 2011-12,Kharif     ,1970,1675,0.85
, 2012-13,Kharif     ,3387,3238,0.96
, 2013-14,Kharif     ,3441,11259,3.27
, 2014-15,Kharif     ,3405,11843,3.48
, 2015-16,Kharif     ,3454,5319,1.54
, 2016-17,Kharif     ,3454,5319,1.54
, 2017-18,Kharif     ,3454,2591,0.75
 11.GOALPARA, 1997-98,Kharif     ,231,134,0.58
, 1998-99,Kharif     ,230,133,0.58
, 1999-00,Kharif     ,230,133,0.58
, 2000-01,Kharif     ,235,136,0.58
, 2001-02,Kharif     ,200,116,0.58
, 2002-03,Kharif     ,180,104,0.58
, 2003-04,Kharif     ,135,78,0.58
, 2005-06,Kharif     ,132,77,0.58
, 2006-07,Kharif     ,95,55,0.58
, 2007-08,Kharif     ,125,73,0.58
, 2008-09,Kharif     ,130,75,0.58
, 2009-10,Kharif     ,145,84,0.58
, 2010-11,Kharif     ,150,87,0.58
, 2011-12,Kharif     ,114,75,0.66
, 2012-13,Kharif     ,59,39,0.66
, 2013-14,Kharif     ,195,410,2.10
, 2014-15,Kharif     ,245,582,2.38
, 2015-16,Kharif     ,166,127,0.77
, 2016-17,Kharif     ,1028,1795,1.75
, 2017-18,Kharif     ,1027,4622,4.50
 12.GOLAGHAT, 1997-98,Kharif     ,246,133,0.54
, 1998-99,Kharif     ,249,134,0.54
, 1999-00,Kharif     ,254,137,0.54
, 2000-01,Kharif     ,322,173,0.54
, 2001-02,Kharif     ,326,176,0.54
, 2002-03,Kharif     ,312,169,0.54
, 2003-04,Kharif     ,303,164,0.54
, 2005-06,Kharif     ,110,58,0.53
, 2006-07,Kharif     ,215,117,0.54
, 2007-08,Kharif     ,196,106,0.54
, 2008-09,Kharif     ,151,82,0.54
, 2009-10,Kharif     ,199,107,0.54
, 2010-11,Kharif     ,174,94,0.54
, 2011-12,Kharif     ,96,61,0.64
, 2012-13,Kharif     ,7,5,0.71
, 2013-14,Kharif     ,328,1315,4.01
, 2014-15,Kharif     ,237,654,2.76
, 2015-16,Kharif     ,191,174,0.91
, 2016-17,Kharif     ,174,164,0.94
, 2017-18,Kharif     ,176,167,0.95
 13.HAILAKANDI, 1997-98,Kharif     ,12,5,0.42
, 1998-99,Kharif     ,5,2,0.40
, 1999-00,Kharif     ,20,10,0.50
, 2000-01,Kharif     ,20,8,0.40
, 2001-02,Kharif     ,35,14,0.40
, 2002-03,Kharif     ,30,12,0.40
, 2003-04,Kharif     ,30,12,0.40
, 2005-06,Kharif     ,1,1,1.00
, 2007-08,Kharif     ,25,10,0.40
, 2008-09,Kharif     ,21,8,0.38
, 2009-10,Kharif     ,42,17,0.40
, 2010-11,Kharif     ,45,18,0.40
, 2011-12,Kharif     ,20,9,0.45
, 2012-13,Kharif     ,20,9,0.45
, 2013-14,Kharif     ,35,40,1.14
, 2014-15,Kharif     ,20,34,1.70
, 2015-16,Kharif     ,15,26,1.73
, 2016-17,Kharif     ,16,28,1.75
, 2017-18,Kharif     ,16,44,2.75
 14.JORHAT, 1997-98,Kharif     ,52,27,0.52
, 1998-99,Kharif     ,39,20,0.51
, 1999-00,Kharif     ,45,24,0.53
, 2000-01,Kharif     ,68,35,0.51
, 2001-02,Kharif     ,65,34,0.52
, 2002-03,Kharif     ,22,11,0.50
, 2003-04,Kharif     ,23,12,0.52
, 2005-06,Kharif     ,26,14,0.54
, 2006-07,Kharif     ,17,9,0.53
, 2007-08,Kharif     ,26,14,0.54
, 2008-09,Kharif     ,24,13,0.54
, 2009-10,Kharif     ,62,32,0.52
, 2010-11,Kharif     ,69,36,0.52
, 2011-12,Kharif     ,22,13,0.59
, 2012-13,Kharif     ,28,20,0.71
, 2013-14,Kharif     ,29,117,4.03
, 2014-15,Kharif     ,25,63,2.52
, 2015-16,Kharif     ,24,61,2.54
, 2016-17,Kharif     ,49,121,2.47
, 2017-18,Kharif     ,133,321,2.41
 15.KAMRUP, 1997-98,Kharif     ,400,248,0.62
, 1998-99,Kharif     ,313,194,0.62
, 1999-00,Kharif     ,302,187,0.62
, 2000-01,Kharif     ,355,220,0.62
, 2001-02,Kharif     ,317,197,0.62
, 2002-03,Kharif     ,287,178,0.62
, 2003-04,Kharif     ,260,161,0.62
, 2005-06,Kharif     ,171,106,0.62
, 2006-07,Kharif     ,149,93,0.62
, 2007-08,Kharif     ,292,181,0.62
, 2008-09,Kharif     ,198,122,0.62
, 2009-10,Kharif     ,208,129,0.62
, 2010-11,Kharif     ,217,134,0.62
, 2011-12,Kharif     ,241,172,0.71
, 2012-13,Kharif     ,246,197,0.80
, 2013-14,Kharif     ,245,889,3.63
, 2014-15,Kharif     ,246,713,2.90
, 2015-16,Kharif     ,221,787,3.56
, 2016-17,Kharif     ,203,727,3.58
, 2017-18,Kharif     ,230,823,3.58
 16.KAMRUP METRO, 2005-06,Kharif     ,43,27,0.63
, 2006-07,Kharif     ,40,25,0.63
, 2007-08,Kharif     ,34,21,0.62
, 2008-09,Kharif     ,48,30,0.63
, 2009-10,Kharif     ,45,28,0.62
, 2010-11,Kharif     ,58,36,0.62
, 2011-12,Kharif     ,60,42,0.70
, 2012-13,Kharif     ,60,42,0.70
, 2013-14,Kharif     ,64,228,3.56
, 2014-15,Kharif     ,66,167,2.53
, 2015-16,Kharif     ,72,256,3.56
, 2016-17,Kharif     ,66,213,3.23
, 2017-18,Kharif     ,71,254,3.58
 17.KARBI ANGLONG, 1997-98,Kharif     ,10585,9222,0.87
, 1998-99,Kharif     ,10561,8038,0.76
, 1999-00,Kharif     ,10561,8219,0.78
, 2000-01,Kharif     ,10622,8505,0.80
, 2001-02,Kharif     ,10206,7952,0.78
, 2002-03,Kharif     ,10646,8373,0.79
, 2003-04,Kharif     ,10730,8457,0.79
, 2005-06,Kharif     ,10782,8473,0.79
, 2006-07,Kharif     ,10782,8473,0.79
, 2007-08,Kharif     ,10782,8465,0.79
, 2008-09,Kharif     ,10582,8328,0.79
, 2009-10,Kharif     ,10607,8348,0.79
, 2010-11,Kharif     ,10230,8076,0.79
, 2011-12,Kharif     ,10269,9187,0.89
, 2012-13,Kharif     ,10285,10354,1.01
, 2013-14,Kharif     ,10601,23450,2.21
, 2014-15,Kharif     ,10375,37969,3.66
, 2015-16,Kharif     ,10529,27450,2.61
, 2016-17,Kharif     ,10617,23505,2.21
, 2017-18,Kharif     ,10480,23205,2.21
 18.KARIMGANJ, 1997-98,Kharif     ,5,3,0.60
, 1998-99,Kharif     ,5,3,0.60
, 1999-00,Kharif     ,10,6,0.60
, 2000-01,Kharif     ,8,4,0.50
, 2001-02,Kharif     ,12,7,0.58
, 2002-03,Kharif     ,12,7,0.58
, 2003-04,Kharif     ,12,7,0.58
, 2005-06,Kharif     ,13,7,0.54
, 2006-07,Kharif     ,13,7,0.54
, 2007-08,Kharif     ,15,8,0.53
, 2008-09,Kharif     ,10,5,0.50
, 2009-10,Kharif     ,16,7,0.44
, 2010-11,Kharif     ,20,10,0.50
, 2011-12,Kharif     ,22,13,0.59
, 2012-13,Kharif     ,22,13,0.59
, 2013-14,Kharif     ,32,73,2.28
, 2014-15,Kharif     ,35,74,2.11
, 2015-16,Kharif     ,32,100,3.13
, 2016-17,Kharif     ,29,73,2.52
, 2017-18,Kharif     ,20,64,3.20
 19.KOKRAJHAR, 1997-98,Kharif     ,770,400,0.52
, 1998-99,Kharif     ,920,478,0.52
, 1999-00,Kharif     ,993,517,0.52
, 2000-01,Kharif     ,1025,533,0.52
, 2001-02,Kharif     ,1045,543,0.52
, 2002-03,Kharif     ,1065,554,0.52
, 2003-04,Kharif     ,1085,564,0.52
, 2005-06,Kharif     ,967,503,0.52
, 2006-07,Kharif     ,933,485,0.52
, 2007-08,Kharif     ,624,324,0.52
, 2008-09,Kharif     ,668,346,0.52
, 2009-10,Kharif     ,1055,549,0.52
, 2010-11,Kharif     ,768,399,0.52
, 2011-12,Kharif     ,925,512,0.55
, 2012-13,Kharif     ,935,613,0.66
, 2013-14,Kharif     ,930,2753,2.96
, 2014-15,Kharif     ,935,2230,2.39
, 2015-16,Kharif     ,940,719,0.76
, 2016-17,Kharif     ,950,627,0.66
, 2017-18,Kharif     ,971,643,0.66
 20.LAKHIMPUR, 1997-98,Kharif     ,258,154,0.60
, 1998-99,Kharif     ,267,160,0.60
, 1999-00,Kharif     ,265,159,0.60
, 2000-01,Kharif     ,259,155,0.60
, 2001-02,Kharif     ,263,158,0.60
, 2002-03,Kharif     ,267,160,0.60
, 2003-04,Kharif     ,269,161,0.60
, 2005-06,Kharif     ,233,139,0.60
, 2006-07,Kharif     ,243,145,0.60
, 2007-08,Kharif     ,243,145,0.60
, 2008-09,Kharif     ,155,93,0.60
, 2009-10,Kharif     ,150,90,0.60
, 2010-11,Kharif     ,155,93,0.60
, 2011-12,Kharif     ,140,95,0.68
, 2012-13,Kharif     ,165,125,0.76
, 2013-14,Kharif     ,165,565,3.42
, 2014-15,Kharif     ,103,462,4.49
, 2015-16,Kharif     ,350,206,0.59
, 2016-17,Kharif     ,220,129,0.59
, 2017-18,Kharif     ,109,457,4.19
 21.MARIGAON, 1997-98,Kharif     ,79,32,0.41
, 1998-99,Kharif     ,79,32,0.41
, 1999-00,Kharif     ,80,32,0.40
, 2000-01,Kharif     ,80,32,0.40
, 2001-02,Kharif     ,60,24,0.40
, 2002-03,Kharif     ,80,32,0.40
, 2003-04,Kharif     ,80,32,0.40
, 2005-06,Kharif     ,40,16,0.40
, 2006-07,Kharif     ,25,10,0.40
, 2007-08,Kharif     ,21,8,0.38
, 2008-09,Kharif     ,21,8,0.38
, 2009-10,Kharif     ,25,10,0.40
, 2010-11,Kharif     ,45,18,0.40
, 2011-12,Kharif     ,66,30,0.45
, 2012-13,Kharif     ,250,113,0.45
, 2013-14,Kharif     ,186,803,4.32
, 2014-15,Kharif     ,200,330,1.65
, 2015-16,Kharif     ,200,329,1.65
, 2016-17,Kharif     ,458,755,1.65
, 2017-18,Kharif     ,470,790,1.68
 22.NAGAON, 1997-98,Kharif     ,481,321,0.67
, 1998-99,Kharif     ,475,316,0.67
, 1999-00,Kharif     ,500,332,0.66
, 2000-01,Kharif     ,520,343,0.66
, 2001-02,Kharif     ,559,367,0.66
, 2002-03,Kharif     ,532,348,0.65
, 2003-04,Kharif     ,604,385,0.64
, 2005-06,Kharif     ,485,322,0.66
, 2006-07,Kharif     ,410,275,0.67
, 2007-08,Kharif     ,398,269,0.68
, 2008-09,Kharif     ,88,50,0.57
, 2009-10,Kharif     ,415,278,0.67
, 2010-11,Kharif     ,435,294,0.68
, 2011-12,Kharif     ,428,331,0.77
, 2012-13,Kharif     ,453,392,0.87
, 2013-14,Kharif     ,529,2074,3.92
, 2014-15,Kharif     ,593,1826,3.08
, 2015-16,Kharif     ,747,2343,3.14
, 2016-17,Kharif     ,639,1946,3.05
, 2017-18,Kharif     ,639,2133,3.34
 23.NALBARI, 1997-98,Kharif     ,350,263,0.75
, 1998-99,Kharif     ,535,401,0.75
, 1999-00,Kharif     ,399,299,0.75
, 2000-01,Kharif     ,399,299,0.75
, 2001-02,Kharif     ,399,299,0.75
, 2002-03,Kharif     ,350,263,0.75
, 2003-04,Kharif     ,340,255,0.75
, 2005-06,Kharif     ,167,125,0.75
, 2006-07,Kharif     ,90,68,0.76
, 2007-08,Kharif     ,85,64,0.75
, 2008-09,Kharif     ,30,22,0.73
, 2009-10,Kharif     ,35,26,0.74
, 2010-11,Kharif     ,35,26,0.74
, 2011-12,Kharif     ,46,39,0.85
, 2012-13,Kharif     ,110,93,0.85
, 2013-14,Kharif     ,115,496,4.31
, 2014-15,Kharif     ,70,215,3.07
, 2015-16,Kharif     ,94,404,4.30
, 2016-17,Kharif     ,142,270,1.90
, 2017-18,Kharif     ,550,2145,3.90
 24.SIVASAGAR, 1997-98,Kharif     ,55,37,0.67
, 1998-99,Kharif     ,50,34,0.68
, 1999-00,Kharif     ,52,35,0.67
, 2000-01,Kharif     ,53,36,0.68
, 2001-02,Kharif     ,56,38,0.68
, 2002-03,Kharif     ,61,42,0.69
, 2003-04,Kharif     ,67,46,0.69
, 2005-06,Kharif     ,98,68,0.69
, 2006-07,Kharif     ,65,44,0.68
, 2007-08,Kharif     ,73,50,0.68
, 2008-09,Kharif     ,36,25,0.69
, 2009-10,Kharif     ,66,45,0.68
, 2010-11,Kharif     ,72,50,0.69
, 2011-12,Kharif     ,44,35,0.80
, 2012-13,Kharif     ,38,34,0.89
, 2013-14,Kharif     ,36,97,2.69
, 2014-15,Kharif     ,32,105,3.28
, 2015-16,Kharif     ,46,132,2.87
, 2016-17,Kharif     ,33,93,2.82
, 2017-18,Kharif     ,57,177,3.11
 25.SONITPUR, 1997-98,Kharif     ,760,442,0.58
, 1998-99,Kharif     ,965,590,0.61
, 1999-00,Kharif     ,1036,628,0.61
, 2000-01,Kharif     ,1101,661,0.60
, 2001-02,Kharif     ,1150,696,0.61
, 2002-03,Kharif     ,1053,615,0.58
, 2003-04,Kharif     ,1000,582,0.58
, 2005-06,Kharif     ,1005,587,0.58
, 2006-07,Kharif     ,866,507,0.59
, 2007-08,Kharif     ,901,524,0.58
, 2008-09,Kharif     ,642,373,0.58
, 2009-10,Kharif     ,444,253,0.57
, 2010-11,Kharif     ,504,287,0.57
, 2011-12,Kharif     ,521,338,0.65
, 2012-13,Kharif     ,1151,828,0.72
, 2013-14,Kharif     ,866,4560,5.27
, 2014-15,Kharif     ,1420,7323,5.16
, 2015-16,Kharif     ,1342,6882,5.13
, 2016-17,Kharif     ,1553,7947,5.12
, 2017-18,Kharif     ,1555,7614,4.90
 26.TINSUKIA, 1997-98,Kharif     ,1057,634,0.60
, 1998-99,Kharif     ,1080,648,0.60
, 1999-00,Kharif     ,930,558,0.60
, 2000-01,Kharif     ,1077,646,0.60
, 2001-02,Kharif     ,894,536,0.60
, 2002-03,Kharif     ,1013,608,0.60
, 2003-04,Kharif     ,919,551,0.60
, 2005-06,Kharif     ,892,535,0.60
, 2006-07,Kharif     ,967,580,0.60
, 2007-08,Kharif     ,985,591,0.60
, 2008-09,Kharif     ,935,561,0.60
, 2009-10,Kharif     ,755,453,0.60
, 2010-11,Kharif     ,888,533,0.60
, 2011-12,Kharif     ,763,528,0.69
, 2012-13,Kharif     ,773,602,0.78
, 2013-14,Kharif     ,921,3455,3.75
, 2014-15,Kharif     ,966,2732,2.83
, 2015-16,Kharif     ,987,805,0.82
, 2016-17,Kharif     ,1211,679,0.56
, 2017-18,Kharif     ,1208,680,0.56
 27.UDALGURI, 2005-06,Kharif     ,233,146,0.63
, 2006-07,Kharif     ,383,239,0.62
, 2007-08,Kharif     ,333,208,0.62
, 2008-09,Kharif     ,447,279,0.62
, 2009-10,Kharif     ,559,349,0.62
, 2010-11,Kharif     ,527,329,0.62
, 2011-12,Kharif     ,530,375,0.71
, 2012-13,Kharif     ,507,404,0.80
, 2013-14,Kharif     ,605,1885,3.12
, 2014-15,Kharif     ,595,1723,2.90
, 2015-16,Kharif     ,590,385,0.65
, 2016-17,Kharif     ,590,1310,2.22
, 2017-18,Kharif     ,458,1031,2.25
Total - Maize,,,438882.00,666559,1.52
Kerala,,,,,
Cotton(lint),,,,Bales*,Bales/Hectare
 1.IDUKKI, 2007-08,Kharif     ,3,,0.00
 2.PALAKKAD, 1998-99,Kharif     ,10999,17752,1.61
, 1999-00,Kharif     ,4772,7702,1.61
, 2000-01,Kharif     ,3847,6209,1.61
, 2001-02,Kharif     ,3760,6069,1.61
, 2002-03,Kharif     ,3400,5488,1.61
, 2003-04,Kharif     ,2949,4748,1.61
, 2004-05,Kharif     ,1472,2370,1.61
, 2005-06,Kharif     ,2655,3452,1.30
, 2006-07,Kharif     ,1300,1690,1.30
, 2007-08,Kharif     ,1292,1680,1.30
, 2008-09,Kharif     ,1152,1498,1.30
, 2009-10,Kharif     ,1018,1324,1.30
 3.THRISSUR, 2015-16,Kharif     ,109,196,1.80
Total - Cotton(lint),,,38728.00,60178,1.55
Groundnut,,,,,
 1.PALAKKAD, 1998-99,Kharif     ,7019,5218,0.74
, 1999-00,Kharif     ,6920,5144,0.74
, 2000-01,Kharif     ,3676,2733,0.74
, 2001-02,Kharif     ,2437,1812,0.74
, 2002-03,Kharif     ,2422,1801,0.74
, 2003-04,Kharif     ,2687,1988,0.74
, 2004-05,Kharif     ,1346,996,0.74
, 2005-06,Kharif     ,3299,2441,0.74
, 2006-07,Kharif     ,2813,2081,0.74
, 2007-08,Kharif     ,2910,2153,0.74
, 2008-09,Kharif     ,1733,1282,0.74
, 2009-10,Kharif     ,1339,991,0.74
 2.THIRUVANANTHAPURAM, 1998-99,Kharif     ,2,1,0.50
, 2000-01,Kharif     ,1,,0.00
, 2007-08,Kharif     ,1,1,1.00
, 2009-10,Kharif     ,1,1,1.00
 3.THRISSUR, 1999-00,Kharif     ,1,,0.00
Total - Groundnut,,,38607.00,28643,0.74
Jowar,,,,,
 1.IDUKKI, 1998-99,Kharif     ,2,1,0.50
, 2002-03,Kharif     ,2,1,0.50
, 2003-04,Kharif     ,2,1,0.50
, 2004-05,Kharif     ,2,1,0.50
, 2006-07,Kharif     ,11,6,0.55
, 2007-08,Kharif     ,1,1,1.00
, 2008-09,Kharif     ,1,1,1.00
, 2009-10,Kharif     ,10,10,1.00
 2.KANNUR, 2003-04,Kharif     ,1,1,1.00
, 2005-06,Kharif     ,1,,0.00
 3.KASARAGOD, 2001-02,Kharif     ,2,1,0.50
, 2003-04,Kharif     ,3,1,0.33
, 2005-06,Kharif     ,2,1,0.50
, 2006-07,Kharif     ,4,2,0.50
, 2007-08,Kharif     ,8,4,0.50
, 2008-09,Kharif     ,5,3,0.60
, 2009-10,Kharif     ,5,3,0.60
 4.KOLLAM, 2002-03,Kharif     ,2,1,0.50
, 2003-04,Kharif     ,1,1,1.00
 5.KOZHIKODE, 2001-02,Kharif     ,4,,0.00
 6.MALAPPURAM, 2001-02,Kharif     ,5,3,0.60
, 2003-04,Kharif     ,9,5,0.56
, 2006-07,Kharif     ,1,1,1.00
 7.PALAKKAD, 1998-99,Kharif     ,2175,1107,0.51
, 1999-00,Kharif     ,2528,1287,0.51
, 2000-01,Kharif     ,463,236,0.51
, 2001-02,Kharif     ,2891,1474,0.51
, 2002-03,Kharif     ,2565,1308,0.51
, 2003-04,Kharif     ,2109,1076,0.51
, 2004-05,Kharif     ,2564,1308,0.51
, 2005-06,Kharif     ,2446,1247,0.51
, 2006-07,Kharif     ,1802,919,0.51
, 2007-08,Kharif     ,3065,1563,0.51
, 2008-09,Kharif     ,2294,1170,0.51
, 2009-10,Kharif     ,2516,1283,0.51
 8.THIRUVANANTHAPURAM, 2006-07,Kharif     ,1,1,1.00
 9.WAYANAD, 1999-00,Kharif     ,1,,0.00
, 2002-03,Kharif     ,2,1,0.50
, 2003-04,Kharif     ,4,2,0.50
, 2005-06,Kharif     ,1,,0.00
, 2006-07,Kharif     ,8,,0.00
, 2007-08,Kharif     ,9,5,0.56
, 2008-09,Kharif     ,6,3,0.50
, 2009-10,Kharif     ,16,9,0.56
Total - Jowar,,,27550.00,14048,0.51
Maharashtra,,,,,
Arhar/Tur,,,,,
 1.AHMEDNAGAR, 1997-98,Kharif     ,17600,6300,0.36
, 1998-99,Kharif     ,18800,9700,0.52
, 1999-00,Kharif     ,19000,9900,0.52
, 2000-01,Kharif     ,19100,9400,0.49
, 2001-02,Kharif     ,16700,5400,0.32
, 2002-03,Kharif     ,14600,5700,0.39
, 2003-04,Kharif     ,9000,3000,0.33
, 2004-05,Kharif     ,12200,4800,0.39
, 2005-06,Kharif     ,11100,3800,0.34
, 2006-07,Kharif     ,13000,6600,0.51
, 2007-08,Kharif     ,14600,7900,0.54
, 2008-09,Kharif     ,2700,1300,0.48
, 2009-10,Kharif     ,12100,6200,0.51
, 2010-11,Kharif     ,17600,11300,0.64
, 2011-12,Kharif     ,12800,6400,0.50
, 2012-13,Kharif     ,9500,2200,0.23
