crop,state,district,year,season,area,production,yield
Maize,Bihar,KHAGARIA, 2003-04,Summer     ,9543.0,30586,3.21
Maize,Bihar,KHAGARIA, 2002-03,Summer     ,8948.0,21179,2.37
Maize,Bihar,KHAGARIA, 2001-02,Summer     ,7371.0,17664,2.40
Maize,Bihar,KHAGARIA, 2000-01,Summer     ,8106.0,22765,2.81
Maize,Bihar,KHAGARIA, 1999-00,Summer     ,2660.0,8515,3.20
Maize,Bihar,KHAGARIA, 1998-99,Summer     ,2358.0,4518,1.92
Maize,Bihar,KATIHAR, 2018-19,Summer     ,26802.0,141995,5.30
Maize,Bihar,KATIHAR, 2017-18,Summer     ,31084.0,249777,8.04
Maize,Bihar,KATIHAR, 2016-17,Summer     ,33011.0,280259,8.49
Maize,Bihar,KATIHAR, 2015-16,Summer     ,19920.0,141590,7.11
Maize,Bihar,KHAGARIA, 2004-05,Summer     ,8836.0,19467,2.20
Maize,Bihar,KATIHAR, 2014-15,Summer     ,20299.0,110570,5.45
Maize,Bihar,KATIHAR, 2012-13,Summer     ,21332.0,134494,6.30
Maize,Bihar,KATIHAR, 2011-12,Summer     ,21853.0,70885,3.24
Maize,Bihar,KATIHAR, 2010-11,Summer     ,16849.0,67432,4.00
Maize,Bihar,KATIHAR, 2009-10,Summer     ,17516.0,60843,3.47
Maize,Bihar,KATIHAR, 2008-09,Summer     ,18068.0,54992,3.04
Maize,Bihar,KATIHAR, 2007-08,Summer     ,16594.0,59126,3.56
Maize,Bihar,KATIHAR, 2006-07,Summer     ,14890.0,71515,4.80
Maize,Bihar,KATIHAR, 2005-06,Summer     ,15706.0,32161,2.05
Maize,Bihar,KATIHAR, 2004-05,Summer     ,9822.0,25634,2.61
Maize,Bihar,KATIHAR, 2003-04,Summer     ,10402.0,24990,2.40
Maize,Bihar,KATIHAR, 2013-14,Summer     ,21292.0,103951,4.88
Maize,Bihar,KISHANGANJ, 2010-11,Summer     ,1515.0,5370,3.54
Maize,Bihar,KHAGARIA, 2005-06,Summer     ,7104.0,14281,2.01
Maize,Bihar,KHAGARIA, 2007-08,Summer     ,6904.0,24725,3.58
Maize,Bihar,KISHANGANJ, 2008-09,Summer     ,1550.0,5634,3.63
Maize,Bihar,KISHANGANJ, 2007-08,Summer     ,221.0,895,4.05
Maize,Bihar,KISHANGANJ, 2006-07,Summer     ,244.0,1230,5.04
Maize,Bihar,KISHANGANJ, 2005-06,Summer     ,213.0,427,2.00
Maize,Bihar,KISHANGANJ, 2004-05,Summer     ,192.0,533,2.78
Maize,Bihar,KISHANGANJ, 2003-04,Summer     ,209.0,465,2.22
Maize,Bihar,KISHANGANJ, 2002-03,Summer     ,198.0,418,2.11
Maize,Bihar,KISHANGANJ, 2001-02,Summer     ,177.0,433,2.45
Maize,Bihar,KISHANGANJ, 2000-01,Summer     ,202.0,512,2.53
Maize,Bihar,KISHANGANJ, 1999-00,Summer     ,333.0,643,1.93
Maize,Bihar,KHAGARIA, 2006-07,Summer     ,7509.0,25139,3.35
Maize,Bihar,KISHANGANJ, 1998-99,Summer     ,342.0,988,2.89
Maize,Bihar,KHAGARIA, 2017-18,Summer     ,8712.0,31874,3.66
Maize,Bihar,KHAGARIA, 2016-17,Summer     ,9181.0,19078,2.08
Maize,Bihar,KHAGARIA, 2015-16,Summer     ,7834.0,20165,2.57
Maize,Bihar,KHAGARIA, 2014-15,Summer     ,8096.0,33196,4.10
Maize,Bihar,KHAGARIA, 2013-14,Summer     ,8092.0,25518,3.15
Maize,Bihar,KHAGARIA, 2012-13,Summer     ,7213.0,34835,4.83
Maize,Bihar,KHAGARIA, 2011-12,Summer     ,7213.0,24576,3.41
Maize,Bihar,KHAGARIA, 2010-11,Summer     ,6782.0,21639,3.19
Maize,Bihar,KHAGARIA, 2009-10,Summer     ,6765.0,16259,2.40
Maize,Bihar,KHAGARIA, 2008-09,Summer     ,5612.0,18138,3.23
Maize,Bihar,KHAGARIA, 2018-19,Summer     ,8380.0,19052,2.27
Maize,Maharashtra,PUNE, 2013-14,Summer     ,1100.0,1900,1.73
Maize,Maharashtra,PUNE, 2010-11,Summer     ,1700.0,2900,1.71
Maize,Maharashtra,PUNE, 2011-12,Summer     ,2000.0,3400,1.70
Maize,Bihar,SHEIKHPURA, 2016-17,Summer     ,66.0,141,2.14
Maize,Bihar,SHEIKHPURA, 2017-18,Summer     ,92.0,338,3.67
Maize,Bihar,SHEIKHPURA, 2018-19,Summer     ,106.0,242,2.28
Maize,Bihar,SHEOHAR, 1998-99,Summer     ,807.0,1721,2.13
Maize,Bihar,SHEOHAR, 1999-00,Summer     ,750.0,1648,2.20
Maize,Bihar,SHEOHAR, 2000-01,Summer     ,577.0,1486,2.58
Maize,Bihar,SHEOHAR, 2001-02,Summer     ,493.0,1309,2.66
Maize,Bihar,SHEOHAR, 2002-03,Summer     ,480.0,1502,3.13
Maize,Bihar,SHEOHAR, 2003-04,Summer     ,494.0,1115,2.26
Maize,Bihar,SHEOHAR, 2004-05,Summer     ,468.0,1749,3.74
Maize,Bihar,SHEOHAR, 2005-06,Summer     ,279.0,693,2.48
Maize,Bihar,SHEOHAR, 2006-07,Summer     ,275.0,626,2.28
Maize,Bihar,SHEOHAR, 2010-11,Summer     ,195.0,822,4.22
Maize,Bihar,SHEOHAR, 2011-12,Summer     ,196.0,837,4.27
Maize,Bihar,SHEOHAR, 2012-13,Summer     ,181.0,699,3.86
Maize,Bihar,SHEOHAR, 2013-14,Summer     ,210.0,1014,4.83
Maize,Bihar,SHEOHAR, 2014-15,Summer     ,195.0,758,3.89
Maize,Bihar,SHEIKHPURA, 2015-16,Summer     ,137.0,348,2.54
Maize,Bihar,SHEOHAR, 2015-16,Summer     ,294.0,1031,3.51
Maize,Bihar,SHEIKHPURA, 2014-15,Summer     ,25.0,106,4.24
Maize,Bihar,SHEIKHPURA, 2011-12,Summer     ,41.0,133,3.24
Maize,Bihar,SARAN, 2015-16,Summer     ,4502.0,17679,3.93
Maize,Bihar,SARAN, 2016-17,Summer     ,5138.0,30290,5.90
Maize,Bihar,SARAN, 2017-18,Summer     ,5337.0,15769,2.95
Maize,Bihar,SARAN, 2018-19,Summer     ,4420.0,12640,2.86
Maize,Bihar,SHEIKHPURA, 1998-99,Summer     ,74.0,128,1.73
Maize,Bihar,SHEIKHPURA, 1999-00,Summer     ,46.0,174,3.78
Maize,Bihar,SHEIKHPURA, 2000-01,Summer     ,145.0,369,2.54
Maize,Bihar,SHEIKHPURA, 2001-02,Summer     ,146.0,413,2.83
Maize,Bihar,SHEIKHPURA, 2002-03,Summer     ,82.0,162,1.98
Maize,Bihar,SHEIKHPURA, 2003-04,Summer     ,194.0,712,3.67
Maize,Bihar,SHEIKHPURA, 2004-05,Summer     ,182.0,408,2.24
Maize,Bihar,SHEIKHPURA, 2005-06,Summer     ,53.0,120,2.26
Maize,Bihar,SHEIKHPURA, 2006-07,Summer     ,57.0,210,3.68
Maize,Bihar,SHEIKHPURA, 2007-08,Summer     ,53.0,195,3.68
Maize,Bihar,SHEIKHPURA, 2008-09,Summer     ,41.0,134,3.27
Maize,Bihar,SHEIKHPURA, 2009-10,Summer     ,53.0,165,3.11
Maize,Bihar,SHEIKHPURA, 2010-11,Summer     ,50.0,193,3.86
Maize,Bihar,SHEIKHPURA, 2013-14,Summer     ,37.0,73,1.97
Maize,Bihar,SARAN, 2014-15,Summer     ,6120.0,21308,3.48
Maize,Bihar,SHEOHAR, 2016-17,Summer     ,97.0,346,3.57
Maize,Bihar,SHEOHAR, 2018-19,Summer     ,138.0,416,3.01
Maize,Bihar,SIWAN, 1998-99,Summer     ,1946.0,2058,1.06
Maize,Bihar,SIWAN, 1999-00,Summer     ,2773.0,6955,2.51
Maize,Bihar,SIWAN, 2000-01,Summer     ,3331.0,7291,2.19
Maize,Bihar,SIWAN, 2001-02,Summer     ,3454.0,8117,2.35
Maize,Bihar,SIWAN, 2002-03,Summer     ,3279.0,8749,2.67
Maize,Bihar,SIWAN, 2003-04,Summer     ,3083.0,12466,4.04
Maize,Bihar,SIWAN, 2004-05,Summer     ,2504.0,8371,3.34
Maize,Bihar,SIWAN, 2005-06,Summer     ,3572.0,5747,1.61
Maize,Bihar,SIWAN, 2006-07,Summer     ,3304.0,10925,3.31
Maize,Bihar,SIWAN, 2007-08,Summer     ,4080.0,7161,1.76
Maize,Bihar,SIWAN, 2008-09,Summer     ,3433.0,11228,3.27
Maize,Bihar,SIWAN, 2009-10,Summer     ,3906.0,6174,1.58
Maize,Bihar,SIWAN, 2010-11,Summer     ,3868.0,10633,2.75
Maize,Bihar,SIWAN, 2011-12,Summer     ,3541.0,13241,3.74
Maize,Bihar,SIWAN, 2012-13,Summer     ,3453.0,9898,2.87
Maize,Bihar,SIWAN, 2013-14,Summer     ,1183.0,5702,4.82
Maize,Bihar,SIWAN, 2014-15,Summer     ,1171.0,4170,3.56
Maize,Bihar,SITAMARHI, 2018-19,Summer     ,277.0,726,2.62
Maize,Bihar,SHEOHAR, 2017-18,Summer     ,142.0,450,3.17
Maize,Bihar,SITAMARHI, 2017-18,Summer     ,283.0,672,2.37
Maize,Bihar,SITAMARHI, 2015-16,Summer     ,273.0,527,1.93
Maize,Bihar,SITAMARHI, 1998-99,Summer     ,1861.0,3851,2.07
Maize,Bihar,SITAMARHI, 1999-00,Summer     ,2072.0,4673,2.26
Maize,Bihar,SITAMARHI, 2000-01,Summer     ,2105.0,5226,2.48
Maize,Bihar,SITAMARHI, 2001-02,Summer     ,1665.0,4372,2.63
Maize,Bihar,SITAMARHI, 2002-03,Summer     ,1657.0,5142,3.10
Maize,Bihar,SITAMARHI, 2003-04,Summer     ,1085.0,2432,2.24
Maize,Bihar,SITAMARHI, 2004-05,Summer     ,1384.0,4315,3.12
Maize,Bihar,SITAMARHI, 2005-06,Summer     ,4202.0,10418,2.48
Maize,Bihar,SITAMARHI, 2006-07,Summer     ,4202.0,8939,2.13
Maize,Bihar,SITAMARHI, 2007-08,Summer     ,4058.0,8966,2.21
Maize,Bihar,SITAMARHI, 2008-09,Summer     ,3354.0,11005,3.28
Maize,Bihar,SITAMARHI, 2009-10,Summer     ,3275.0,8063,2.46
Maize,Bihar,SITAMARHI, 2010-11,Summer     ,3112.0,8888,2.86
Maize,Bihar,SITAMARHI, 2011-12,Summer     ,3097.0,12097,3.91
Maize,Bihar,SITAMARHI, 2012-13,Summer     ,3097.0,17365,5.61
Maize,Bihar,SITAMARHI, 2013-14,Summer     ,405.0,2004,4.95
Maize,Bihar,SITAMARHI, 2014-15,Summer     ,273.0,1059,3.88
Maize,Bihar,SITAMARHI, 2016-17,Summer     ,278.0,633,2.28
Maize,Bihar,SIWAN, 2015-16,Summer     ,1176.0,4558,3.88
Maize,Bihar,SARAN, 2013-14,Summer     ,4846.0,23354,4.82
Maize,Bihar,SARAN, 2011-12,Summer     ,4615.0,17303,3.75
Maize,Bihar,ROHTAS, 2014-15,Summer     ,4.0,16,4.00
Maize,Bihar,ROHTAS, 2015-16,Summer     ,4.0,14,3.50
Maize,Bihar,ROHTAS, 2016-17,Summer     ,5.0,19,3.80
Maize,Bihar,SAHARSA, 1998-99,Summer     ,18254.0,38449,2.11
Maize,Bihar,SAHARSA, 1999-00,Summer     ,14152.0,39824,2.81
Maize,Bihar,SAHARSA, 2000-01,Summer     ,12609.0,45178,3.58
Maize,Bihar,SAHARSA, 2001-02,Summer     ,12577.0,33349,2.65
Maize,Bihar,SAHARSA, 2002-03,Summer     ,14029.0,35470,2.53
Maize,Bihar,SAHARSA, 2003-04,Summer     ,13419.0,39285,2.93
Maize,Bihar,SAHARSA, 2004-05,Summer     ,14222.0,38099,2.68
Maize,Bihar,SAHARSA, 2005-06,Summer     ,16024.0,51460,3.21
Maize,Bihar,SAHARSA, 2006-07,Summer     ,15999.0,53394,3.34
Maize,Bihar,SAHARSA, 2007-08,Summer     ,17848.0,74364,4.17
Maize,Bihar,SAHARSA, 2008-09,Summer     ,17785.0,58798,3.31
Maize,Bihar,SAHARSA, 2009-10,Summer     ,18035.0,62854,3.49
Maize,Bihar,SAHARSA, 2010-11,Summer     ,23196.0,148595,6.41
Maize,Bihar,SAHARSA, 2011-12,Summer     ,23290.0,122736,5.27
Maize,Bihar,ROHTAS, 2013-14,Summer     ,7.0,34,4.86
Maize,Bihar,SAHARSA, 2012-13,Summer     ,21637.0,141502,6.54
Maize,Bihar,ROHTAS, 2012-13,Summer     ,3.0,14,4.67
Maize,Bihar,ROHTAS, 2010-11,Summer     ,3.0,12,4.00
Maize,Bihar,PURNIA, 2014-15,Summer     ,16468.0,36213,2.20
Maize,Bihar,PURNIA, 2015-16,Summer     ,16321.0,93878,5.75
Maize,Bihar,PURNIA, 2016-17,Summer     ,16481.0,145082,8.80
Maize,Bihar,PURNIA, 2017-18,Summer     ,12896.0,83244,6.46
Maize,Bihar,PURNIA, 2018-19,Summer     ,304.0,1713,5.63
Maize,Bihar,RANCHI, 1998-99,Summer     ,250.0,619,2.48
Maize,Bihar,ROHTAS, 1998-99,Summer     ,21.0,70,3.33
Maize,Bihar,ROHTAS, 1999-00,Summer     ,22.0,53,2.41
Maize,Bihar,ROHTAS, 2000-01,Summer     ,31.0,98,3.16
Maize,Bihar,ROHTAS, 2001-02,Summer     ,36.0,102,2.83
Maize,Bihar,ROHTAS, 2002-03,Summer     ,12.0,34,2.83
Maize,Bihar,ROHTAS, 2003-04,Summer     ,156.0,451,2.89
Maize,Bihar,ROHTAS, 2004-05,Summer     ,146.0,398,2.73
Maize,Bihar,ROHTAS, 2005-06,Summer     ,16.0,38,2.38
Maize,Bihar,ROHTAS, 2006-07,Summer     ,15.0,53,3.53
Maize,Bihar,ROHTAS, 2008-09,Summer     ,9.0,29,3.22
Maize,Bihar,ROHTAS, 2009-10,Summer     ,9.0,28,3.11
Maize,Bihar,ROHTAS, 2011-12,Summer     ,3.0,14,4.67
Maize,Bihar,SARAN, 2012-13,Summer     ,4615.0,13529,2.93
Maize,Bihar,SAHARSA, 2013-14,Summer     ,19351.0,103034,5.32
Maize,Bihar,SAHARSA, 2015-16,Summer     ,14977.0,47162,3.15
Maize,Bihar,SAMASTIPUR, 2015-16,Summer     ,18963.0,55976,2.95
Maize,Bihar,SAMASTIPUR, 2016-17,Summer     ,18343.0,114143,6.22
Maize,Bihar,SAMASTIPUR, 2017-18,Summer     ,18669.0,122991,6.59
Maize,Bihar,SAMASTIPUR, 2018-19,Summer     ,19503.0,60134,3.08
Maize,Bihar,SARAN, 1998-99,Summer     ,4688.0,4871,1.04
Maize,Bihar,SARAN, 1999-00,Summer     ,4968.0,12458,2.51
Maize,Bihar,SARAN, 2000-01,Summer     ,4875.0,9094,1.87
Maize,Bihar,SARAN, 2001-02,Summer     ,6936.0,17548,2.53
Maize,Bihar,SARAN, 2002-03,Summer     ,5815.0,15276,2.63
Maize,Bihar,SARAN, 2003-04,Summer     ,7183.0,29034,4.04
Maize,Bihar,SARAN, 2004-05,Summer     ,6806.0,22808,3.35
Maize,Bihar,SARAN, 2005-06,Summer     ,4931.0,7429,1.51
Maize,Bihar,SARAN, 2006-07,Summer     ,4953.0,16447,3.32
Maize,Bihar,SARAN, 2007-08,Summer     ,6733.0,12187,1.81
Maize,Bihar,SARAN, 2008-09,Summer     ,6890.0,22509,3.27
Maize,Bihar,SARAN, 2009-10,Summer     ,5842.0,9563,1.64
Maize,Bihar,SARAN, 2010-11,Summer     ,5563.0,15473,2.78
Maize,Bihar,SAMASTIPUR, 2014-15,Summer     ,10774.0,32041,2.97
Maize,Bihar,SAHARSA, 2014-15,Summer     ,15128.0,72319,4.78
Maize,Bihar,SAMASTIPUR, 2013-14,Summer     ,13715.0,66098,4.82
Maize,Bihar,SAMASTIPUR, 2011-12,Summer     ,10246.0,41009,4.00
Maize,Bihar,SAHARSA, 2016-17,Summer     ,14883.0,72260,4.86
Maize,Bihar,SAHARSA, 2017-18,Summer     ,14806.0,71528,4.83
Maize,Bihar,SAHARSA, 2018-19,Summer     ,14702.0,70044,4.76
Maize,Bihar,SAHEBGANJ, 1998-99,Summer     ,9.0,19,2.11
Maize,Bihar,SAMASTIPUR, 1998-99,Summer     ,5243.0,8340,1.59
Maize,Bihar,SAMASTIPUR, 1999-00,Summer     ,5637.0,13426,2.38
Maize,Bihar,SAMASTIPUR, 2000-01,Summer     ,5840.0,17536,3.00
Maize,Bihar,SAMASTIPUR, 2001-02,Summer     ,5851.0,11685,2.00
Maize,Bihar,SAMASTIPUR, 2002-03,Summer     ,5141.0,11890,2.31
Maize,Bihar,SAMASTIPUR, 2003-04,Summer     ,5129.0,8857,1.73
Maize,Bihar,SAMASTIPUR, 2004-05,Summer     ,5172.0,9886,1.91
Maize,Bihar,SAMASTIPUR, 2005-06,Summer     ,5054.0,10500,2.08
Maize,Bihar,SAMASTIPUR, 2006-07,Summer     ,5147.0,22237,4.32
Maize,Bihar,SAMASTIPUR, 2007-08,Summer     ,5128.0,19711,3.84
Maize,Bihar,SAMASTIPUR, 2008-09,Summer     ,16728.0,54398,3.25
Maize,Bihar,SAMASTIPUR, 2009-10,Summer     ,20306.0,62957,3.10
Maize,Bihar,SAMASTIPUR, 2010-11,Summer     ,12351.0,56046,4.54
Maize,Bihar,SAMASTIPUR, 2012-13,Summer     ,10246.0,56149,5.48
Maize,Bihar,PURNIA, 2013-14,Summer     ,16653.0,49076,2.95
Maize,Bihar,SIWAN, 2016-17,Summer     ,1176.0,6566,5.58
Maize,Bihar,SIWAN, 2018-19,Summer     ,1173.0,3508,2.99
Maize,West Bengal,24 PARAGANAS SOUTH, 2013-14,Summer     ,237.0,483,2.04
Maize,West Bengal,24 PARAGANAS SOUTH, 2014-15,Summer     ,251.0,552,2.20
Maize,West Bengal,24 PARAGANAS SOUTH, 2015-16,Summer     ,244.0,587,2.41
Maize,West Bengal,24 PARAGANAS SOUTH, 2016-17,Summer     ,248.0,623,2.51
Maize,West Bengal,24 PARAGANAS SOUTH, 2017-18,Summer     ,55.0,99,1.80
Maize,West Bengal,24 PARAGANAS SOUTH, 2018-19,Summer     ,105.0,165,1.57
Maize,West Bengal,ALIPURDUAR, 2018-19,Summer     ,6085.0,36936,6.07
Maize,West Bengal,BANKURA, 2008-09,Summer     ,89.0,180,2.02
Maize,West Bengal,BANKURA, 2009-10,Summer     ,141.0,298,2.11
Maize,West Bengal,BANKURA, 2010-11,Summer     ,134.0,344,2.57
Maize,West Bengal,BANKURA, 2011-12,Summer     ,121.0,274,2.26
Maize,West Bengal,BANKURA, 2012-13,Summer     ,204.0,664,3.25
Maize,West Bengal,BANKURA, 2013-14,Summer     ,61.0,171,2.80
Maize,West Bengal,BANKURA, 2014-15,Summer     ,148.0,474,3.20
Maize,West Bengal,BANKURA, 2015-16,Summer     ,176.0,568,3.23
Maize,West Bengal,BANKURA, 2016-17,Summer     ,190.0,616,3.24
Maize,West Bengal,BANKURA, 2017-18,Summer     ,275.0,899,3.27
Maize,West Bengal,24 PARAGANAS SOUTH, 2012-13,Summer     ,197.0,515,2.61
Maize,West Bengal,BANKURA, 2018-19,Summer     ,171.0,487,2.85
Maize,West Bengal,24 PARAGANAS SOUTH, 2011-12,Summer     ,195.0,278,1.43
Maize,West Bengal,24 PARAGANAS SOUTH, 2009-10,Summer     ,314.0,426,1.36
Maize,Uttarakhand,UDAM SINGH NAGAR, 2016-17,Summer     ,66.0,88,1.33
Maize,Uttarakhand,UDAM SINGH NAGAR, 2017-18,Summer     ,47.0,63,1.34
Maize,Uttarakhand,UDAM SINGH NAGAR, 2018-19,Summer     ,97.0,129,1.33
Maize,Andaman and Nicobar Islands, , 2009-10,Summer     ,163.0,405,2.48
Maize,Uttar Pradesh,ALIGARH, 2007-08,Summer     ,234.0,336,1.44
Maize,West Bengal,24 PARAGANAS NORTH, 2008-09,Summer     ,61.0,233,3.82
Maize,West Bengal,24 PARAGANAS NORTH, 2009-10,Summer     ,179.0,601,3.36
Maize,West Bengal,24 PARAGANAS NORTH, 2010-11,Summer     ,101.0,247,2.45
Maize,West Bengal,24 PARAGANAS NORTH, 2011-12,Summer     ,124.0,330,2.66
Maize,West Bengal,24 PARAGANAS NORTH, 2012-13,Summer     ,144.0,365,2.53
Maize,West Bengal,24 PARAGANAS NORTH, 2013-14,Summer     ,129.0,333,2.58
Maize,West Bengal,24 PARAGANAS NORTH, 2014-15,Summer     ,132.0,343,2.60
Maize,West Bengal,24 PARAGANAS NORTH, 2015-16,Summer     ,138.0,363,2.63
Maize,West Bengal,24 PARAGANAS NORTH, 2016-17,Summer     ,166.0,408,2.46
Maize,West Bengal,24 PARAGANAS NORTH, 2017-18,Summer     ,167.0,422,2.53
Maize,West Bengal,24 PARAGANAS NORTH, 2018-19,Summer     ,265.0,482,1.82
Maize,West Bengal,24 PARAGANAS SOUTH, 2008-09,Summer     ,290.0,606,2.09
Maize,West Bengal,24 PARAGANAS SOUTH, 2010-11,Summer     ,321.0,659,2.05
Maize,Uttarakhand,UDAM SINGH NAGAR, 2015-16,Summer     ,29.0,57,1.97
Maize,West Bengal,BIRBHUM, 2008-09,Summer     ,142.0,251,1.77
Maize,West Bengal,BIRBHUM, 2010-11,Summer     ,109.0,176,1.61
Maize,West Bengal,DARJEELING, 2010-11,Summer     ,480.0,1505,3.14
Maize,West Bengal,DARJEELING, 2011-12,Summer     ,490.0,1551,3.17
Maize,West Bengal,DARJEELING, 2012-13,Summer     ,454.0,1433,3.16
Maize,West Bengal,DARJEELING, 2013-14,Summer     ,1350.0,4523,3.35
Maize,West Bengal,DARJEELING, 2014-15,Summer     ,1350.0,4523,3.35
Maize,West Bengal,DARJEELING, 2015-16,Summer     ,1440.0,5113,3.55
Maize,West Bengal,DARJEELING, 2016-17,Summer     ,1395.0,4814,3.45
Maize,West Bengal,DARJEELING, 2017-18,Summer     ,6500.0,14950,2.30
Maize,West Bengal,DARJEELING, 2018-19,Summer     ,2420.0,12100,5.00
Maize,West Bengal,DINAJPUR DAKSHIN, 2008-09,Summer     ,359.0,1078,3.00
Maize,West Bengal,DINAJPUR DAKSHIN, 2009-10,Summer     ,493.0,2274,4.61
Maize,West Bengal,DINAJPUR DAKSHIN, 2010-11,Summer     ,437.0,1602,3.67
Maize,West Bengal,DINAJPUR DAKSHIN, 2011-12,Summer     ,430.0,1651,3.84
Maize,West Bengal,DINAJPUR DAKSHIN, 2012-13,Summer     ,453.0,1842,4.07
Maize,West Bengal,DINAJPUR DAKSHIN, 2013-14,Summer     ,2182.0,10807,4.95
Maize,West Bengal,DINAJPUR DAKSHIN, 2014-15,Summer     ,1858.0,7451,4.01
Maize,West Bengal,DINAJPUR DAKSHIN, 2015-16,Summer     ,2165.0,9268,4.28
Maize,West Bengal,DARJEELING, 2009-10,Summer     ,395.0,1244,3.15
Maize,West Bengal,BIRBHUM, 2009-10,Summer     ,113.0,183,1.62
Maize,West Bengal,DARJEELING, 2008-09,Summer     ,305.0,512,1.68
Maize,West Bengal,COOCHBEHAR, 2017-18,Summer     ,4500.0,29700,6.60
Maize,West Bengal,BIRBHUM, 2011-12,Summer     ,75.0,120,1.60
Maize,West Bengal,BIRBHUM, 2012-13,Summer     ,31.0,50,1.61
Maize,West Bengal,BIRBHUM, 2013-14,Summer     ,72.0,116,1.61
Maize,West Bengal,BIRBHUM, 2014-15,Summer     ,115.0,276,2.40
Maize,West Bengal,BIRBHUM, 2015-16,Summer     ,120.0,294,2.45
Maize,West Bengal,BIRBHUM, 2016-17,Summer     ,118.0,286,2.42
Maize,West Bengal,BIRBHUM, 2017-18,Summer     ,410.0,894,2.18
Maize,West Bengal,BIRBHUM, 2018-19,Summer     ,429.0,892,2.08
Maize,West Bengal,COOCHBEHAR, 2008-09,Summer     ,4049.0,24294,6.00
Maize,West Bengal,COOCHBEHAR, 2009-10,Summer     ,4374.0,26603,6.08
Maize,West Bengal,COOCHBEHAR, 2010-11,Summer     ,4391.0,26465,6.03
Maize,West Bengal,COOCHBEHAR, 2011-12,Summer     ,4400.0,27280,6.20
Maize,West Bengal,COOCHBEHAR, 2012-13,Summer     ,4388.0,26780,6.10
Maize,West Bengal,COOCHBEHAR, 2013-14,Summer     ,4393.0,26841,6.11
Maize,West Bengal,COOCHBEHAR, 2014-15,Summer     ,4394.0,26847,6.11
Maize,West Bengal,COOCHBEHAR, 2015-16,Summer     ,4397.0,27064,6.16
Maize,West Bengal,COOCHBEHAR, 2016-17,Summer     ,4399.0,27177,6.18
Maize,West Bengal,COOCHBEHAR, 2018-19,Summer     ,12655.0,77512,6.13
Maize,Bihar,SIWAN, 2017-18,Summer     ,1173.0,3709,3.16
Maize,Uttarakhand,UDAM SINGH NAGAR, 2014-15,Summer     ,23.0,55,2.39
Maize,Uttarakhand,UDAM SINGH NAGAR, 2012-13,Summer     ,36.0,88,2.44
Maize,Bihar,VAISHALI, 1998-99,Summer     ,10312.0,19857,1.93
Maize,Bihar,VAISHALI, 1999-00,Summer     ,9473.0,20867,2.20
Maize,Bihar,VAISHALI, 2000-01,Summer     ,9789.0,26479,2.70
Maize,Bihar,VAISHALI, 2001-02,Summer     ,6421.0,16387,2.55
Maize,Bihar,VAISHALI, 2002-03,Summer     ,12105.0,48981,4.05
Maize,Bihar,VAISHALI, 2003-04,Summer     ,9394.0,22231,2.37
Maize,Bihar,VAISHALI, 2004-05,Summer     ,9679.0,28372,2.93
Maize,Bihar,VAISHALI, 2005-06,Summer     ,9762.0,26486,2.71
Maize,Bihar,VAISHALI, 2006-07,Summer     ,10902.0,23682,2.17
Maize,Bihar,VAISHALI, 2007-08,Summer     ,11308.0,35482,3.14
Maize,Bihar,VAISHALI, 2008-09,Summer     ,11503.0,37870,3.29
Maize,Bihar,VAISHALI, 2009-10,Summer     ,10677.0,31034,2.91
Maize,Bihar,VAISHALI, 2010-11,Summer     ,11235.0,30858,2.75
Maize,Bihar,VAISHALI, 2011-12,Summer     ,11371.0,46909,4.13
Maize,Bihar,VAISHALI, 2012-13,Summer     ,11371.0,64461,5.67
Maize,Bihar,VAISHALI, 2013-14,Summer     ,11247.0,60470,5.38
Maize,Bihar,VAISHALI, 2014-15,Summer     ,11707.0,45431,3.88
Maize,Bihar,SUPAUL, 2018-19,Summer     ,7284.0,35934,4.93
Maize,Bihar,VAISHALI, 2015-16,Summer     ,10954.0,25925,2.37
Maize,Bihar,SUPAUL, 2017-18,Summer     ,7693.0,43838,5.70
Maize,Bihar,SUPAUL, 2015-16,Summer     ,6077.0,20985,3.45
Maize,Bihar,SUPAUL, 1998-99,Summer     ,5693.0,12136,2.13
Maize,Bihar,SUPAUL, 1999-00,Summer     ,6267.0,15290,2.44
Maize,Bihar,SUPAUL, 2000-01,Summer     ,6307.0,18879,2.99
Maize,Bihar,SUPAUL, 2001-02,Summer     ,6257.0,13777,2.20
Maize,Bihar,SUPAUL, 2002-03,Summer     ,6392.0,13970,2.19
Maize,Bihar,SUPAUL, 2003-04,Summer     ,6875.0,17779,2.59
Maize,Bihar,SUPAUL, 2004-05,Summer     ,6178.0,23272,3.77
Maize,Bihar,SUPAUL, 2005-06,Summer     ,6998.0,23036,3.29
Maize,Bihar,SUPAUL, 2006-07,Summer     ,9634.0,45808,4.75
Maize,Bihar,SUPAUL, 2007-08,Summer     ,8951.0,19178,2.14
Maize,Bihar,SUPAUL, 2008-09,Summer     ,9489.0,32069,3.38
Maize,Bihar,SUPAUL, 2009-10,Summer     ,8561.0,37310,4.36
Maize,Bihar,SUPAUL, 2010-11,Summer     ,7406.0,42040,5.68
Maize,Bihar,SUPAUL, 2011-12,Summer     ,7217.0,27041,3.75
Maize,Bihar,SUPAUL, 2012-13,Summer     ,7217.0,49242,6.82
Maize,Bihar,SUPAUL, 2013-14,Summer     ,9096.0,48635,5.35
Maize,Bihar,SUPAUL, 2014-15,Summer     ,6301.0,32266,5.12
